STUDENTID,ACADYEAR,SEMESTER,CAMPUSID,COURSEID,CAMPUSNAME,CURRIC,COURSENAME,SECTIONGROUP,CREDIT
329238,2552,1,2,CS102,RANGSIT,521,COMPUTER PROGRAMMING FUNDAMENTALS,20302,4
329238,2552,1,2,EL171,RANGSIT,521,ENGLISH COURSE 2,100005,3
329238,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
329238,2552,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
329238,2552,1,2,TH161,RANGSIT,521,THAI USAGE,90006,3
329238,2552,1,2,TU154,RANGSIT,521,FOUNDATION OF MATHEMATICS,70001,3
329239,2552,2,2,TU120,RANGSIT,521,INTEGRATED SOCIAL SCIENCES,830001,3
329239,2553,2,2,TU122,RANGSIT,521,LAW IN EVERYDAY LIFE,820001,3
329239,2554,1,2,CS314,RANGSIT,521,THEORY OF COMPUTATION,40001,3
329239,2555,2,2,EL202,RANGSIT,521,ENGLISH FOR WORK,80002,3
329239,2555,2,2,ES356,RANGSIT,521,ECO-TOURISM,810001,3
329240,2552,2,2,PY228,RANGSIT,521,PSYCHOLOGY OF INTERPERSONAL RELATIONS,10001,3
329240,2553,1,2,CS214,RANGSIT,521,SOCIAL AND PROFESSIONAL ETHICS,1,1
329240,2554,1,2,TU124,RANGSIT,521,SOCIETY AND ECONOMY,810001,3
329240,2554,2,2,CS447,RANGSIT,521,OPERATING SYSTEM 2,90001,3
329240,2554,2,2,ES356,RANGSIT,521,ECO-TOURISM,810001,3
329240,2555,1,2,AT366,RANGSIT,521,AGRICULTURAL METEOROLOGY AND IRRIGATION,10001,3
329240,2555,1,2,CS427,RANGSIT,521,INTRODUCTION TO PARALLEL COMPUTING,80001,3
329240,2555,1,2,EL202,RANGSIT,521,ENGLISH FOR WORK,320001,3
329240,2555,2,2,AT207,RANGSIT,521,GENERAL ECONOMIC CROPS,810001,3
329240,2555,2,2,EL202,RANGSIT,521,ENGLISH FOR WORK,80002,3
329240,2555,2,2,TU122,RANGSIT,521,LAW IN EVERYDAY LIFE,820001,3
336701,2552,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
336701,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
336701,2552,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
336701,2553,1,2,CS213,RANGSIT,521,DATA STRUCTURES,650001,3
336701,2553,1,2,TU110,RANGSIT,521,INTEGRATED HUMANITIES,650001,3
336701,2553,2,2,CS111,RANGSIT,521,OBJECT-ORIENTED PROGRAMMING,650001,4
336701,2554,1,2,CS365,RANGSIT,521,ARTIFICIAL INTELLIGENT SYSTEMS,650001,3
336701,2554,1,2,CS395,RANGSIT,521,COMPUTER GRAPHICS,650001,3
336701,2555,1,2,CS223,RANGSIT,521,COMPUTER ORGANIZATION AND ARCHITECTURE,650001,3
336701,2555,1,2,CS489,RANGSIT,521,SELECTED TOPICS IN SOFTWARE ENGINEERING,650001,3
336701,2555,2,2,CS388,RANGSIT,521,SOFTWARE CONSTRUCTION AND EVOLUTION,650001,3
336702,2552,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
336702,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
336702,2552,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
336702,2552,2,2,CS111,RANGSIT,521,OBJECT-ORIENTED PROGRAMMING,650001,4
336702,2552,2,2,EL172,RANGSIT,521,ENGLISH COURSE 3,650001,3
336702,2552,3,2,SW335,RANGSIT,521,SOCIAL PROJECT FORMULATION AND MANAGEMENT,650001,3
336703,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
336703,2552,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
336703,2552,2,2,CS111,RANGSIT,521,OBJECT-ORIENTED PROGRAMMING,650002,4
336703,2552,2,2,EL172,RANGSIT,521,ENGLISH COURSE 3,650002,3
336703,2552,2,2,MA212,RANGSIT,521,CALCULUS 2,650001,3
336704,2552,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
336704,2552,1,2,TU154,RANGSIT,521,FOUNDATION OF MATHEMATICS,650001,3
336704,2552,2,2,CS111,RANGSIT,521,OBJECT-ORIENTED PROGRAMMING,650001,4
336704,2552,2,2,SC123,RANGSIT,521,FUNDAMENTAL CHEMISTRY,650001,3
336704,2552,2,2,SC173,RANGSIT,521,FUNDAMENTAL CHEMISTRY   LABORATORY,650001,1
336705,2552,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
336705,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
336705,2552,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
336705,2553,3,2,MA212,RANGSIT,521,CALCULUS 2,650001,3
336705,2554,1,2,CS365,RANGSIT,521,ARTIFICIAL INTELLIGENT SYSTEMS,650001,3
336705,2554,1,2,CS395,RANGSIT,521,COMPUTER GRAPHICS,650001,3
336706,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
336706,2552,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
336707,2552,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
336707,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
336707,2552,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
336707,2552,2,2,CS111,RANGSIT,521,OBJECT-ORIENTED PROGRAMMING,650002,4
336707,2552,2,2,EL172,RANGSIT,521,ENGLISH COURSE 3,650002,3
336707,2552,2,2,PY228,RANGSIT,521,PSYCHOLOGY OF INTERPERSONAL RELATIONS,650001,3
336707,2552,2,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
336707,2552,2,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
336707,2552,2,2,TU120,RANGSIT,521,INTEGRATED SOCIAL SCIENCES,650001,3
336708,2552,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
336708,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
336708,2552,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
336708,2552,2,2,SC123,RANGSIT,521,FUNDAMENTAL CHEMISTRY,650001,3
336708,2552,2,2,SC173,RANGSIT,521,FUNDAMENTAL CHEMISTRY   LABORATORY,650001,1
336708,2553,1,2,CS213,RANGSIT,521,DATA STRUCTURES,650001,3
336708,2553,1,2,TU110,RANGSIT,521,INTEGRATED HUMANITIES,650001,3
336708,2553,2,2,MA212,RANGSIT,521,CALCULUS 2,650001,3
336708,2553,2,2,SW111,RANGSIT,521,PHILOSOPHICAL FOUNDATIONS AND PROFESSIONAL ETHICS,650001,3
336708,2554,1,2,EL395,RANGSIT,521,ACADEMIC ENGLISH 2,650001,3
336708,2554,1,2,HO201,RANGSIT,521,PRINCIPLES OF MANAGEMENT,650001,3
336708,2555,1,2,CS409,RANGSIT,521,SELECTED TOPICS IN COMPUTER SCIENCE,650001,3
336708,2555,1,2,TU110,RANGSIT,521,INTEGRATED HUMANITIES,650001,3
336708,2555,2,2,CS459,RANGSIT,521,SELECTED TOPICS IN INFORMATION SYSTEMS,650001,3
336709,2552,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
336709,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
336709,2552,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
336709,2552,3,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
336709,2552,3,2,SW335,RANGSIT,521,SOCIAL PROJECT FORMULATION AND MANAGEMENT,650001,3
336710,2554,2,2,CS326,RANGSIT,521,EMBEDDED SYSTEMS DESIGN,650001,3
336710,2555,2,2,SO201,RANGSIT,521,INTRODUCTION TO SOCIOLOGY,650001,3
336710,2555,3,2,CJ316,RANGSIT,521,COMMUNITY-BASED CORRECTION,650001,3
336710,2555,3,2,SW213,RANGSIT,521,SOCIAL CHANGE AND SOCIAL PROBLEMS,650001,3
336711,2552,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
336711,2552,1,2,TU154,RANGSIT,521,FOUNDATION OF MATHEMATICS,650001,3
336711,2552,2,2,CS111,RANGSIT,521,OBJECT-ORIENTED PROGRAMMING,650001,4
336712,2552,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
336712,2553,1,2,CS214,RANGSIT,521,SOCIAL AND PROFESSIONAL ETHICS,650001,1
336712,2553,1,2,CS223,RANGSIT,521,COMPUTER ORGANIZATION AND ARCHITECTURE,650001,3
336712,2553,1,2,TU110,RANGSIT,521,INTEGRATED HUMANITIES,550001,3
336712,2554,1,2,CS314,RANGSIT,521,THEORY OF COMPUTATION,650001,3
336712,2554,1,2,EL395,RANGSIT,521,ACADEMIC ENGLISH 2,650001,3
336712,2554,2,2,CS356,RANGSIT,521,"	COMPUTER APPLICATIONS IN BUSINESS",650001,3
336713,2552,1,2,CS102,RANGSIT,521,COMPUTER PROGRAMMING FUNDAMENTALS,650001,4
336713,2552,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
336714,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
336714,2552,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
336714,2552,2,2,MA212,RANGSIT,521,CALCULUS 2,650001,3
336714,2553,1,2,TU110,RANGSIT,521,INTEGRATED HUMANITIES,650001,3
336714,2554,2,2,CS326,RANGSIT,521,EMBEDDED SYSTEMS DESIGN,650001,3
336715,2552,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
336715,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
336715,2552,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
336715,2553,1,2,TU110,RANGSIT,521,INTEGRATED HUMANITIES,650001,3
336715,2555,2,2,CS486,RANGSIT,521,SOFTWARE VALIDATION  AND  VERIFICATION,650001,3
336715,2555,2,2,SO201,RANGSIT,521,INTRODUCTION TO SOCIOLOGY,650001,3
336716,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
336716,2552,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
336716,2552,2,2,MA212,RANGSIT,521,CALCULUS 2,650001,3
336716,2553,1,2,CS111,RANGSIT,521,OBJECT-ORIENTED PROGRAMMING,650001,4
336716,2553,1,2,CS214,RANGSIT,521,SOCIAL AND PROFESSIONAL ETHICS,650001,1
336716,2554,1,2,CS214,RANGSIT,521,SOCIAL AND PROFESSIONAL ETHICS,650001,1
336716,2554,1,2,CS365,RANGSIT,521,ARTIFICIAL INTELLIGENT SYSTEMS,650001,3
336716,2554,1,2,CS395,RANGSIT,521,COMPUTER GRAPHICS,650001,3
336717,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
336717,2552,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
336718,2552,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
336718,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
336718,2552,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
336718,2553,1,2,CS213,RANGSIT,521,DATA STRUCTURES,650001,3
336718,2553,1,2,CS222,RANGSIT,521,PROGRAMMING LANGUAGES AND PARADIGMS,650001,3
336718,2553,1,2,TU110,RANGSIT,521,INTEGRATED HUMANITIES,650001,3
336718,2556,1,2,CS402,RANGSIT,521,SPECIAL PROJECTS 2,650001,3
336719,2552,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
336719,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
336719,2552,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
336719,2552,2,2,CS111,RANGSIT,521,OBJECT-ORIENTED PROGRAMMING,650002,4
336719,2552,2,2,EL172,RANGSIT,521,ENGLISH COURSE 3,650002,3
336719,2553,3,2,MA212,RANGSIT,521,CALCULUS 2,650001,3
336719,2554,1,2,CS365,RANGSIT,521,ARTIFICIAL INTELLIGENT SYSTEMS,650001,3
336719,2554,1,2,CS395,RANGSIT,521,COMPUTER GRAPHICS,650001,3
336720,2552,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
336720,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
336720,2552,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
336720,2552,2,2,SC123,RANGSIT,521,FUNDAMENTAL CHEMISTRY,650001,3
336720,2552,2,2,SC173,RANGSIT,521,FUNDAMENTAL CHEMISTRY   LABORATORY,650001,1
336720,2554,3,2,MA212,RANGSIT,521,CALCULUS 2,650001,3
336720,2555,1,2,CS223,RANGSIT,521,COMPUTER ORGANIZATION AND ARCHITECTURE,650001,3
336721,2552,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
336721,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
336721,2552,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
336721,2552,2,2,MW313,RANGSIT,521,SOCIAL NETWORK AND SOCIAL SUPPORT,650001,3
336721,2553,1,2,CS214,RANGSIT,521,SOCIAL AND PROFESSIONAL ETHICS,650001,1
336721,2553,1,2,CS214,RANGSIT,521,SOCIAL AND PROFESSIONAL ETHICS,650001,1
336721,2553,2,2,MA332,RANGSIT,521,LINEAR ALGEBRA,650001,3
336721,2554,2,2,CS348,RANGSIT,521,INTRODUCTION TO CLUSTER COMPUTING AND DISTRIBUTED COMPUTING,650001,3
336721,2554,2,2,CS366,RANGSIT,521,FUNDAMENTAL OF NATURAL LANGUAGE PROCESSING,650001,3
336721,2555,1,2,CS387,RANGSIT,521,WEB APPLICATION AND ENTERPRISE PROGRAMS,650001,3
336721,2555,1,2,CS409,RANGSIT,521,SELECTED TOPICS IN COMPUTER SCIENCE,650001,3
336722,2552,2,2,MA212,RANGSIT,521,CALCULUS 2,650001,3
336722,2554,1,2,CS102,RANGSIT,521,COMPUTER PROGRAMMING FUNDAMENTALS,650001,4
336723,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
336723,2552,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
336723,2552,2,2,MA212,RANGSIT,521,CALCULUS 2,650001,3
336723,2553,1,2,CS214,RANGSIT,521,SOCIAL AND PROFESSIONAL ETHICS,650001,1
336723,2555,1,2,CS387,RANGSIT,521,WEB APPLICATION AND ENTERPRISE PROGRAMS,650001,3
336724,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
336724,2552,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
336724,2553,1,2,TU110,RANGSIT,521,INTEGRATED HUMANITIES,650001,3
336724,2553,2,2,CS261,RANGSIT,521,HUMAN INFORMATION PROCESSING,650001,3
336724,2553,2,2,MA332,RANGSIT,521,LINEAR ALGEBRA,650001,3
336724,2554,1,2,EL395,RANGSIT,521,ACADEMIC ENGLISH 2,650001,3
336724,2555,2,2,SO201,RANGSIT,521,INTRODUCTION TO SOCIOLOGY,650001,3
336725,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
336725,2552,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
336725,2552,2,2,MA212,RANGSIT,521,CALCULUS 2,650001,3
336725,2552,2,2,SC123,RANGSIT,521,FUNDAMENTAL CHEMISTRY,650001,3
336725,2552,2,2,SC173,RANGSIT,521,FUNDAMENTAL CHEMISTRY   LABORATORY,650001,1
336725,2552,3,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
336725,2552,3,2,SW335,RANGSIT,521,SOCIAL PROJECT FORMULATION AND MANAGEMENT,650001,3
336725,2553,1,2,CS213,RANGSIT,521,DATA STRUCTURES,650001,3
336725,2553,1,2,CS214,RANGSIT,521,SOCIAL AND PROFESSIONAL ETHICS,650001,1
336725,2553,1,2,CS222,RANGSIT,521,PROGRAMMING LANGUAGES AND PARADIGMS,650001,3
336725,2553,1,2,CS223,RANGSIT,521,COMPUTER ORGANIZATION AND ARCHITECTURE,650001,3
336725,2553,1,2,CS284,RANGSIT,521,INTRODUCTION TO SOFTWARE ENGINEERING,650001,3
336725,2553,1,2,EL295,RANGSIT,521,ACADEMIC ENGLISH 1,650002,3
336725,2553,1,2,TU110,RANGSIT,521,INTEGRATED HUMANITIES,650001,3
336726,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
336726,2552,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
336726,2552,2,2,MA212,RANGSIT,521,CALCULUS 2,650001,3
336726,2554,1,2,CS111,RANGSIT,521,OBJECT-ORIENTED PROGRAMMING,650001,4
336726,2554,1,2,CS289,RANGSIT,521,SOFTWARE PROCESS AND QUALITY ASSURANCE,650001,3
336726,2554,1,2,CS314,RANGSIT,521,THEORY OF COMPUTATION,650001,3
336726,2554,1,2,CS341,RANGSIT,521,OPERATING SYSTEMS 1,650001,3
336726,2554,1,2,CS385,RANGSIT,521,SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT,650001,3
336726,2554,2,2,CS286,RANGSIT,521,MATHEMATICS AND PROFESSIONAL PRACTICES FOR SOFTWARE ENGINEERING,650001,3
336726,2554,2,2,CS288,RANGSIT,521,COMPONENT-BASED SOFTWARE DEVELOPMENT,650001,3
336726,2554,2,2,CS301,RANGSIT,521,FUNDAMENTAL OF RESEARCH METHODOLOGY,650001,1
336726,2554,2,2,CS311,RANGSIT,521,DESIGN AND ANALYSIS OF ALGORITHMS,650001,3
336726,2554,2,2,CS374,RANGSIT,521,HUMAN - COMPUTER INTERACTION,650001,3
336726,2554,2,2,MW314,RANGSIT,521,SOCIAL EPIDEMIOLOGY AND ECOLOGY OF HEALTH,650001,3
336727,2552,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
336727,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
336727,2552,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
336727,2553,1,2,CS213,RANGSIT,521,DATA STRUCTURES,650001,3
336727,2553,1,2,CS214,RANGSIT,521,SOCIAL AND PROFESSIONAL ETHICS,650001,1
336727,2553,2,2,MA212,RANGSIT,521,CALCULUS 2,650001,3
336727,2554,1,2,CS314,RANGSIT,521,THEORY OF COMPUTATION,650001,3
336727,2554,1,2,CS395,RANGSIT,521,COMPUTER GRAPHICS,650001,3
336727,2555,1,2,CS314,RANGSIT,521,THEORY OF COMPUTATION,650001,3
336727,2555,1,2,CS409,RANGSIT,521,SELECTED TOPICS IN COMPUTER SCIENCE,650001,3
336727,2555,1,2,CS446,RANGSIT,521,NET-CENTRIC COMPUTING 2,650001,3
336728,2552,2,2,MA212,RANGSIT,521,CALCULUS 2,650001,3
336728,2552,3,2,MA212,RANGSIT,521,CALCULUS 2,650001,3
336728,2553,1,2,TU110,RANGSIT,521,INTEGRATED HUMANITIES,650001,3
336728,2553,2,2,MA332,RANGSIT,521,LINEAR ALGEBRA,650001,3
336730,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
336730,2552,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
336730,2552,2,2,MA212,RANGSIT,521,CALCULUS 2,650001,3
336730,2553,1,2,CS223,RANGSIT,521,COMPUTER ORGANIZATION AND ARCHITECTURE,650001,3
336730,2553,1,2,CS284,RANGSIT,521,INTRODUCTION TO SOFTWARE ENGINEERING,650001,3
336730,2553,2,2,CS261,RANGSIT,521,HUMAN INFORMATION PROCESSING,650001,3
336730,2553,2,2,CS296,RANGSIT,521,ART AND DESIGN FOUNDATIONS,650001,3
336730,2553,2,2,SW111,RANGSIT,521,PHILOSOPHICAL FOUNDATIONS AND PROFESSIONAL ETHICS,650001,3
336730,2554,1,2,CS223,RANGSIT,521,COMPUTER ORGANIZATION AND ARCHITECTURE,650001,3
336730,2554,1,2,CS395,RANGSIT,521,COMPUTER GRAPHICS,650001,3
336730,2554,1,2,CS395,RANGSIT,521,COMPUTER GRAPHICS,650002,3
336730,2554,1,2,CS396,RANGSIT,521,COMPUTER GRAPHICS  MODELING,650002,3
336730,2554,2,2,CS356,RANGSIT,521,"	COMPUTER APPLICATIONS IN BUSINESS",650001,3
336730,2555,2,2,CS402,RANGSIT,521,SPECIAL PROJECTS 2,650001,3
336730,2555,2,2,CS447,RANGSIT,521,OPERATING SYSTEM 2,650001,3
336730,2555,2,2,EL395,RANGSIT,521,ACADEMIC ENGLISH 2,650102,3
336730,2555,2,2,MA212,RANGSIT,521,CALCULUS 2,650001,3
336730,2556,1,2,CS402,RANGSIT,521,SPECIAL PROJECTS 2,650001,3
336730,2556,1,2,CS427,RANGSIT,521,INTRODUCTION TO PARALLEL COMPUTING,650001,3
336730,2556,1,2,EL395,RANGSIT,521,ACADEMIC ENGLISH 2,650001,3
336730,2556,2,2,CS402,RANGSIT,521,SPECIAL PROJECTS 2,650001,3
336730,2556,2,2,DM215,RANGSIT,521,STORIES FOR CHILDREN,870001,3
336730,2556,3,2,SW478,RANGSIT,521,GENDER IN SOCIAL DEVELOPMENT AND HUMAN SECURITY,650001,3
336731,2552,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
336731,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
336731,2552,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
336731,2553,1,2,CS213,RANGSIT,521,DATA STRUCTURES,650001,3
336731,2553,1,2,CS213,RANGSIT,521,DATA STRUCTURES,650002,3
336731,2554,1,2,CS365,RANGSIT,521,ARTIFICIAL INTELLIGENT SYSTEMS,650001,3
336731,2554,1,2,CS395,RANGSIT,521,COMPUTER GRAPHICS,650001,3
336731,2555,1,2,CS386,RANGSIT,521,SOFTWARE CONFIGURATION MANAGEMENT,650001,3
336732,2552,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
336732,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
336732,2552,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
336732,2552,2,2,CS111,RANGSIT,521,OBJECT-ORIENTED PROGRAMMING,650001,4
336732,2553,1,2,CS101,RANGSIT,521,DISCRETE STRUCTURES,650001,3
336732,2553,2,2,MA332,RANGSIT,521,LINEAR ALGEBRA,650001,3
336732,2554,1,2,CS101,RANGSIT,521,DISCRETE STRUCTURES,650001,3
336732,2554,1,2,CS223,RANGSIT,521,COMPUTER ORGANIZATION AND ARCHITECTURE,650001,3
336732,2554,1,2,CS284,RANGSIT,521,INTRODUCTION TO SOFTWARE ENGINEERING,650001,3
336732,2555,1,2,CS467,RANGSIT,521,MACHINE LEARNING,650001,3
336732,2555,2,2,CS429,RANGSIT,521,SELECTED TOPICS  IN  COMPUTER ARCHITECTURE,650001,3
336733,2552,2,2,CS111,RANGSIT,521,OBJECT-ORIENTED PROGRAMMING,650002,4
336733,2552,2,2,SC123,RANGSIT,521,FUNDAMENTAL CHEMISTRY,650001,3
336733,2552,2,2,SC173,RANGSIT,521,FUNDAMENTAL CHEMISTRY   LABORATORY,650001,1
336733,2552,3,2,EL172,RANGSIT,521,ENGLISH COURSE 3,650001,3
336733,2552,3,2,SW335,RANGSIT,521,SOCIAL PROJECT FORMULATION AND MANAGEMENT,650001,3
336734,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
336734,2552,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
336734,2552,3,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
336734,2553,1,2,TU110,RANGSIT,521,INTEGRATED HUMANITIES,650001,3
336734,2553,2,2,MA332,RANGSIT,521,LINEAR ALGEBRA,650001,3
336734,2553,2,2,ST216,RANGSIT,521,STATISTICS  FOR  SOCIAL  SCIENCE 1,650001,3
336734,2554,2,2,CS311,RANGSIT,521,DESIGN AND ANALYSIS OF ALGORITHMS,650001,3
336734,2554,3,2,MA212,RANGSIT,521,CALCULUS 2,650001,3
336734,2555,1,2,CS111,RANGSIT,521,OBJECT-ORIENTED PROGRAMMING,650001,4
336734,2555,2,2,CS111,RANGSIT,521,OBJECT-ORIENTED PROGRAMMING,650001,4
336735,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
336735,2552,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
336735,2552,2,2,MA212,RANGSIT,521,CALCULUS 2,650001,3
336735,2553,1,2,CS111,RANGSIT,521,OBJECT-ORIENTED PROGRAMMING,650001,4
336735,2553,1,2,CS213,RANGSIT,521,DATA STRUCTURES,650002,3
336735,2553,1,2,CS214,RANGSIT,521,SOCIAL AND PROFESSIONAL ETHICS,650001,1
336735,2553,2,2,MA212,RANGSIT,521,CALCULUS 2,650001,3
336735,2555,1,2,CS409,RANGSIT,521,SELECTED TOPICS IN COMPUTER SCIENCE,650001,3
336736,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
336736,2552,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
336736,2552,2,2,MA212,RANGSIT,521,CALCULUS 2,650001,3
336736,2553,1,2,CS214,RANGSIT,521,SOCIAL AND PROFESSIONAL ETHICS,650001,1
336736,2554,2,2,CS326,RANGSIT,521,EMBEDDED SYSTEMS DESIGN,650001,3
336736,2555,2,2,CS326,RANGSIT,521,EMBEDDED SYSTEMS DESIGN,650001,3
336737,2552,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
336737,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
336737,2552,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
336737,2553,1,2,TU110,RANGSIT,521,INTEGRATED HUMANITIES,650001,3
336737,2553,2,2,MA332,RANGSIT,521,LINEAR ALGEBRA,650001,3
336737,2554,3,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
336737,2555,2,2,CS402,RANGSIT,521,SPECIAL PROJECTS 2,650001,3
336737,2555,2,2,CS459,RANGSIT,521,SELECTED TOPICS IN INFORMATION SYSTEMS,650001,3
336738,2552,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
336738,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
336738,2552,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
336738,2552,2,2,CS111,RANGSIT,521,OBJECT-ORIENTED PROGRAMMING,650001,4
336738,2552,2,2,EL172,RANGSIT,521,ENGLISH COURSE 3,650001,3
336739,2552,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
336739,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
336739,2552,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
336739,2553,1,2,CS213,RANGSIT,521,DATA STRUCTURES,650002,3
336739,2553,3,2,SW221,RANGSIT,521,THAI SOCIETY AND THEORIES OF SOCIAL DEVELOPMENT,650001,3
336739,2554,1,2,CS365,RANGSIT,521,ARTIFICIAL INTELLIGENT SYSTEMS,650001,3
336739,2554,1,2,CS395,RANGSIT,521,COMPUTER GRAPHICS,650001,3
336739,2555,2,2,SO201,RANGSIT,521,INTRODUCTION TO SOCIOLOGY,650001,3
336740,2552,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
336740,2552,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
