"CLASSSTATUS;""CAMPUSID"";""CAMPUSNAME"";""ACADYEAR"";""SEMESTER"";""COURSEID"";""CURRIC"";""COURSENAME"";""CREDIT"";""SECTIONGROUP"";""STUDYDAY"";""STUDYTIMEFROM"";""STUDYTIMETO"";""ROOM""",
"W;2;""RANGSIT"";2555;2;""CS326"";""471"";""EMBEDDED SYSTEMS DESIGN"";3;""100001"";""WED"";30/12/1899 15:00:00;30/12/1899 16:25:00;""LC3-117""",
"W;2;""RANGSIT"";2555;2;""CS326"";""471"";""EMBEDDED SYSTEMS DESIGN"";3;""100001"";""FRI"";30/12/1899 15:00:00;30/12/1899 16:25:00;""LC3-117""",
"W;2;""RANGSIT"";2555;2;""CS326"";""471"";""EMBEDDED SYSTEMS DESIGN"";3;""650001"";""THU"";30/12/1899 15:00:00;30/12/1899 17:55:00;""LC3-103""",
"W;2;""RANGSIT"";2555;2;""CS326"";""471"";""EMBEDDED SYSTEMS DESIGN"";3;""650002"";""WED"";30/12/1899 15:00:00;30/12/1899 16:25:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2555;2;""CS326"";""471"";""EMBEDDED SYSTEMS DESIGN"";3;""650002"";""FRI"";30/12/1899 15:00:00;30/12/1899 16:25:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2555;2;""CS326"";""521"";""EMBEDDED SYSTEMS DESIGN"";3;""100001"";""WED"";30/12/1899 15:00:00;30/12/1899 16:25:00;""LC3-117""",
"W;2;""RANGSIT"";2555;2;""CS326"";""521"";""EMBEDDED SYSTEMS DESIGN"";3;""100001"";""FRI"";30/12/1899 15:00:00;30/12/1899 16:25:00;""LC3-117""",
"W;2;""RANGSIT"";2555;2;""CS326"";""521"";""EMBEDDED SYSTEMS DESIGN"";3;""650001"";""THU"";30/12/1899 15:00:00;30/12/1899 17:55:00;""LC3-103""",
"W;2;""RANGSIT"";2555;2;""CS326"";""521"";""EMBEDDED SYSTEMS DESIGN"";3;""650002"";""FRI"";30/12/1899 15:00:00;30/12/1899 16:25:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2555;2;""CS326"";""521"";""EMBEDDED SYSTEMS DESIGN"";3;""650002"";""WED"";30/12/1899 15:00:00;30/12/1899 16:25:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2555;2;""CS328"";""521"";""COMPILER CONSTRUCTION"";3;""100001"";""WED"";30/12/1899 15:00:00;30/12/1899 16:25:00;""LC2-217""",
"W;2;""RANGSIT"";2555;2;""CS328"";""521"";""COMPILER CONSTRUCTION"";3;""100001"";""FRI"";30/12/1899 15:00:00;30/12/1899 16:25:00;""LC2-217""",
"W;2;""RANGSIT"";2555;2;""CS328"";""521"";""COMPILER CONSTRUCTION"";3;""650001"";""MON"";30/12/1899 9:30:00;30/12/1899 12:25:00;""LC2-217""",
"W;2;""RANGSIT"";2555;2;""CS336"";""471"";""PRACTICES AND PATTERNS IN OBJECT-ORIENTED PROGRAMMING"";3;""050001"";""TUE"";30/12/1899 15:00:00;30/12/1899 16:25:00;""LC3-107""",
"W;2;""RANGSIT"";2555;2;""CS336"";""471"";""PRACTICES AND PATTERNS IN OBJECT-ORIENTED PROGRAMMING"";3;""050001"";""THU"";30/12/1899 15:00:00;30/12/1899 16:25:00;""LC3-107""",
"W;2;""RANGSIT"";2555;2;""CS336"";""471"";""PRACTICES AND PATTERNS IN OBJECT-ORIENTED PROGRAMMING"";3;""650001"";""THU"";30/12/1899 9:30:00;30/12/1899 12:25:00;""LC3-108""",
"W;2;""RANGSIT"";2555;2;""CS342"";""471"";""NET-CENTRIC COMPUTING 1"";3;""080001"";""WED"";30/12/1899 11:00:00;30/12/1899 12:25:00;""LC4-211""",
"W;2;""RANGSIT"";2555;2;""CS342"";""471"";""NET-CENTRIC COMPUTING 1"";3;""080001"";""FRI"";30/12/1899 11:00:00;30/12/1899 12:25:00;""LC4-211""",
"W;2;""RANGSIT"";2555;2;""CS342"";""471"";""NET-CENTRIC COMPUTING 1"";3;""650001"";""TUE"";30/12/1899 15:00:00;30/12/1899 17:55:00;""LC4-211""",
"W;2;""RANGSIT"";2555;2;""CS342"";""471"";""NET-CENTRIC COMPUTING 1"";3;""650002"";""WED"";30/12/1899 11:00:00;30/12/1899 12:25:00;""N/A""",
"W;2;""RANGSIT"";2555;2;""CS342"";""471"";""NET-CENTRIC COMPUTING 1"";3;""650002"";""FRI"";30/12/1899 11:00:00;30/12/1899 12:25:00;""N/A""",
"W;2;""RANGSIT"";2555;2;""CS342"";""521"";""NET-CENTRIC COMPUTING 1"";3;""080001"";""WED"";30/12/1899 11:00:00;30/12/1899 12:25:00;""LC4-211""",
"W;2;""RANGSIT"";2555;2;""CS342"";""521"";""NET-CENTRIC COMPUTING 1"";3;""080001"";""FRI"";30/12/1899 11:00:00;30/12/1899 12:25:00;""LC4-211""",
"W;2;""RANGSIT"";2555;2;""CS342"";""521"";""NET-CENTRIC COMPUTING 1"";3;""650001"";""TUE"";30/12/1899 15:00:00;30/12/1899 17:55:00;""LC4-211""",
"W;2;""RANGSIT"";2555;2;""CS342"";""521"";""NET-CENTRIC COMPUTING 1"";3;""650002"";""WED"";30/12/1899 11:00:00;30/12/1899 12:25:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2555;2;""CS342"";""521"";""NET-CENTRIC COMPUTING 1"";3;""650002"";""FRI"";30/12/1899 11:00:00;30/12/1899 12:25:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2555;2;""CS348"";""471"";""INTRODUCTION TO CLUSTER COMPUTING AND DISTRIBUTED COMPUTING"";3;""050001"";""TUE"";30/12/1899 15:00:00;30/12/1899 16:25:00;""SC1019""",
"W;2;""RANGSIT"";2555;2;""CS348"";""471"";""INTRODUCTION TO CLUSTER COMPUTING AND DISTRIBUTED COMPUTING"";3;""050001"";""THU"";30/12/1899 15:00:00;30/12/1899 16:25:00;""SC1019""",
"C;2;""RANGSIT"";2555;2;""CS348"";""471"";""INTRODUCTION TO CLUSTER COMPUTING AND DISTRIBUTED COMPUTING"";3;""650001"";""THU"";30/12/1899 15:00:00;30/12/1899 16:25:00;""N/A""",
"C;2;""RANGSIT"";2555;2;""CS348"";""471"";""INTRODUCTION TO CLUSTER COMPUTING AND DISTRIBUTED COMPUTING"";3;""650001"";""TUE"";30/12/1899 15:00:00;30/12/1899 16:25:00;""N/A""",
"W;2;""RANGSIT"";2555;2;""CS348"";""521"";""INTRODUCTION TO CLUSTER COMPUTING AND DISTRIBUTED COMPUTING"";3;""050001"";""THU"";30/12/1899 15:00:00;30/12/1899 16:25:00;""SC1019""",
"W;2;""RANGSIT"";2555;2;""CS348"";""521"";""INTRODUCTION TO CLUSTER COMPUTING AND DISTRIBUTED COMPUTING"";3;""050001"";""TUE"";30/12/1899 15:00:00;30/12/1899 16:25:00;""SC1019""",
"C;2;""RANGSIT"";2555;2;""CS348"";""521"";""INTRODUCTION TO CLUSTER COMPUTING AND DISTRIBUTED COMPUTING"";3;""650001"";""TUE"";30/12/1899 15:00:00;30/12/1899 16:25:00;""ติดต่อภาค""",
"C;2;""RANGSIT"";2555;2;""CS348"";""521"";""INTRODUCTION TO CLUSTER COMPUTING AND DISTRIBUTED COMPUTING"";3;""650001"";""THU"";30/12/1899 15:00:00;30/12/1899 16:25:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2555;2;""CS351"";""471"";""DATABASE SYSTEMS 1"";3;""020001"";""TUE"";30/12/1899 9:30:00;30/12/1899 10:55:00;""LC3-110""",
"W;2;""RANGSIT"";2555;2;""CS351"";""471"";""DATABASE SYSTEMS 1"";3;""020001"";""THU"";30/12/1899 9:30:00;30/12/1899 10:55:00;""LC3-110""",
"W;2;""RANGSIT"";2555;2;""CS351"";""471"";""DATABASE SYSTEMS 1"";3;""020002"";""THU"";30/12/1899 9:30:00;30/12/1899 10:55:00;""LC3-111""",
"W;2;""RANGSIT"";2555;2;""CS351"";""471"";""DATABASE SYSTEMS 1"";3;""020002"";""TUE"";30/12/1899 9:30:00;30/12/1899 10:55:00;""LC3-111""",
"W;2;""RANGSIT"";2555;2;""CS351"";""471"";""DATABASE SYSTEMS 1"";3;""650001"";""THU"";30/12/1899 13:30:00;30/12/1899 14:55:00;""LC3-103""",
"W;2;""RANGSIT"";2555;2;""CS351"";""471"";""DATABASE SYSTEMS 1"";3;""650001"";""TUE"";30/12/1899 13:30:00;30/12/1899 14:55:00;""LC3-103""",
"W;2;""RANGSIT"";2555;2;""CS356"";""471"";""	COMPUTER APPLICATIONS IN BUSINESS"";3;""030001"";""THU"";30/12/1899 11:00:00;30/12/1899 12:25:00;""LC3-103""",
"W;2;""RANGSIT"";2555;2;""CS356"";""471"";""	COMPUTER APPLICATIONS IN BUSINESS"";3;""030001"";""TUE"";30/12/1899 11:00:00;30/12/1899 12:25:00;""LC3-103""",
"C;2;""RANGSIT"";2555;2;""CS356"";""471"";""	COMPUTER APPLICATIONS IN BUSINESS"";3;""650001"";""WED"";30/12/1899 15:00:00;30/12/1899 17:55:00;""N/A""",
"W;2;""RANGSIT"";2555;2;""CS356"";""521"";""	COMPUTER APPLICATIONS IN BUSINESS"";3;""030001"";""TUE"";30/12/1899 11:00:00;30/12/1899 12:25:00;""LC3-103""",
"W;2;""RANGSIT"";2555;2;""CS356"";""521"";""	COMPUTER APPLICATIONS IN BUSINESS"";3;""030001"";""THU"";30/12/1899 11:00:00;30/12/1899 12:25:00;""LC3-103""",
"C;2;""RANGSIT"";2555;2;""CS356"";""521"";""	COMPUTER APPLICATIONS IN BUSINESS"";3;""650001"";""WED"";30/12/1899 15:00:00;30/12/1899 17:55:00;""N/A""",
"C;2;""RANGSIT"";2555;2;""CS359"";""471"";""DOCUMENT INDEXTING AND RETRIEVAL"";3;""030001"";""TUE"";30/12/1899 11:00:00;30/12/1899 12:25:00;""N/A""",
"C;2;""RANGSIT"";2555;2;""CS359"";""471"";""DOCUMENT INDEXTING AND RETRIEVAL"";3;""030001"";""THU"";30/12/1899 11:00:00;30/12/1899 12:25:00;""N/A""",
"C;2;""RANGSIT"";2555;2;""CS359"";""521"";""DOCUMENT INDEXTING AND RETRIEVAL"";3;""030001"";""THU"";30/12/1899 11:00:00;30/12/1899 12:25:00;""N/A""",
"C;2;""RANGSIT"";2555;2;""CS359"";""521"";""DOCUMENT INDEXTING AND RETRIEVAL"";3;""030001"";""TUE"";30/12/1899 11:00:00;30/12/1899 12:25:00;""N/A""",
"W;2;""RANGSIT"";2555;2;""CS366"";""471"";""FUNDAMENTAL OF NATURAL LANGUAGE PROCESSING"";3;""050001"";""TUE"";30/12/1899 15:00:00;30/12/1899 16:25:00;""LC3-108""",
"W;2;""RANGSIT"";2555;2;""CS366"";""471"";""FUNDAMENTAL OF NATURAL LANGUAGE PROCESSING"";3;""050001"";""THU"";30/12/1899 15:00:00;30/12/1899 16:25:00;""LC3-108""",
"W;2;""RANGSIT"";2555;2;""CS366"";""471"";""FUNDAMENTAL OF NATURAL LANGUAGE PROCESSING"";3;""650001"";""SAT"";30/12/1899 13:30:00;30/12/1899 16:25:00;""LC3-117""",
"W;2;""RANGSIT"";2555;2;""CS366"";""521"";""FUNDAMENTAL OF NATURAL LANGUAGE PROCESSING"";3;""050001"";""THU"";30/12/1899 15:00:00;30/12/1899 16:25:00;""LC3-108""",
"W;2;""RANGSIT"";2555;2;""CS366"";""521"";""FUNDAMENTAL OF NATURAL LANGUAGE PROCESSING"";3;""050001"";""TUE"";30/12/1899 15:00:00;30/12/1899 16:25:00;""LC3-108""",
"W;2;""RANGSIT"";2555;2;""CS366"";""521"";""FUNDAMENTAL OF NATURAL LANGUAGE PROCESSING"";3;""650001"";""SAT"";30/12/1899 13:30:00;30/12/1899 16:25:00;""LC3-117""",
"W;2;""RANGSIT"";2555;2;""CS367"";""471"";""KNOWLEDGE REPRESENTATION AND REASONING"";3;""030001"";""TUE"";30/12/1899 11:00:00;30/12/1899 12:25:00;""LC3-105""",
"W;2;""RANGSIT"";2555;2;""CS367"";""471"";""KNOWLEDGE REPRESENTATION AND REASONING"";3;""030001"";""THU"";30/12/1899 11:00:00;30/12/1899 12:25:00;""LC3-105""",
"W;2;""RANGSIT"";2555;2;""CS367"";""471"";""KNOWLEDGE REPRESENTATION AND REASONING"";3;""650001"";""WED"";30/12/1899 15:00:00;30/12/1899 17:55:00;""LC3-104""",
"W;2;""RANGSIT"";2555;2;""CS367"";""521"";""KNOWLEDGE REPRESENTATION AND REASONING"";3;""030001"";""THU"";30/12/1899 11:00:00;30/12/1899 12:25:00;""LC3-105""",
"W;2;""RANGSIT"";2555;2;""CS367"";""521"";""KNOWLEDGE REPRESENTATION AND REASONING"";3;""030001"";""TUE"";30/12/1899 11:00:00;30/12/1899 12:25:00;""LC3-105""",
"W;2;""RANGSIT"";2555;2;""CS367"";""521"";""KNOWLEDGE REPRESENTATION AND REASONING"";3;""650001"";""WED"";30/12/1899 15:00:00;30/12/1899 17:55:00;""LC3-104""",
"W;2;""RANGSIT"";2555;2;""CS374"";""471"";""HUMAN-COMPUTER INTERACTION"";3;""040001"";""TUE"";30/12/1899 13:30:00;30/12/1899 14:55:00;""LC3-107""",
"W;2;""RANGSIT"";2555;2;""CS374"";""471"";""HUMAN-COMPUTER INTERACTION"";3;""040001"";""THU"";30/12/1899 13:30:00;30/12/1899 14:55:00;""LC3-107""",
"W;2;""RANGSIT"";2555;2;""CS374"";""471"";""HUMAN-COMPUTER INTERACTION"";3;""040002"";""TUE"";30/12/1899 13:30:00;30/12/1899 14:55:00;""LC3-108""",
"W;2;""RANGSIT"";2555;2;""CS374"";""471"";""HUMAN-COMPUTER INTERACTION"";3;""040002"";""THU"";30/12/1899 13:30:00;30/12/1899 14:55:00;""LC3-108""",
"W;2;""RANGSIT"";2555;2;""CS374"";""471"";""HUMAN-COMPUTER INTERACTION"";3;""650001"";""FRI"";30/12/1899 9:30:00;30/12/1899 12:25:00;""LC3-104""",
"W;2;""RANGSIT"";2555;2;""CS374"";""471"";""HUMAN-COMPUTER INTERACTION"";3;""650002"";""FRI"";30/12/1899 9:30:00;30/12/1899 12:25:00;""LC3-105""",
"W;2;""RANGSIT"";2555;2;""CS374"";""521"";""HUMAN - COMPUTER INTERACTION"";3;""040001"";""TUE"";30/12/1899 13:30:00;30/12/1899 14:55:00;""LC3-107""",
"W;2;""RANGSIT"";2555;2;""CS374"";""521"";""HUMAN - COMPUTER INTERACTION"";3;""040001"";""THU"";30/12/1899 13:30:00;30/12/1899 14:55:00;""LC3-107""",
"W;2;""RANGSIT"";2555;2;""CS374"";""521"";""HUMAN - COMPUTER INTERACTION"";3;""040002"";""THU"";30/12/1899 13:30:00;30/12/1899 14:55:00;""LC3-108""",
"W;2;""RANGSIT"";2555;2;""CS374"";""521"";""HUMAN - COMPUTER INTERACTION"";3;""040002"";""TUE"";30/12/1899 13:30:00;30/12/1899 14:55:00;""LC3-108""",
"W;2;""RANGSIT"";2555;2;""CS374"";""521"";""HUMAN - COMPUTER INTERACTION"";3;""650001"";""FRI"";30/12/1899 9:30:00;30/12/1899 12:25:00;""LC3-104""",
"W;2;""RANGSIT"";2555;2;""CS374"";""521"";""HUMAN - COMPUTER INTERACTION"";3;""650002"";""FRI"";30/12/1899 9:30:00;30/12/1899 12:25:00;""LC3-105""",
"W;2;""RANGSIT"";2555;2;""CS377"";""471"";""DIGITAL IMAGE PROCESSING"";3;""050001"";""THU"";30/12/1899 15:00:00;30/12/1899 16:25:00;""SC2006""",
"W;2;""RANGSIT"";2555;2;""CS377"";""471"";""DIGITAL IMAGE PROCESSING"";3;""050001"";""TUE"";30/12/1899 15:00:00;30/12/1899 16:25:00;""SC2006""",
"W;2;""RANGSIT"";2555;2;""CS377"";""471"";""DIGITAL IMAGE PROCESSING"";3;""650001"";""TUE"";30/12/1899 9:30:00;30/12/1899 12:25:00;""LC3-118""",
"W;2;""RANGSIT"";2555;2;""CS377"";""521"";""DIGITAL IMAGE PROCESSING"";3;""050001"";""THU"";30/12/1899 15:00:00;30/12/1899 16:25:00;""SC2006""",
"W;2;""RANGSIT"";2555;2;""CS377"";""521"";""DIGITAL IMAGE PROCESSING"";3;""050001"";""TUE"";30/12/1899 15:00:00;30/12/1899 16:25:00;""SC2006""",
"W;2;""RANGSIT"";2555;2;""CS377"";""521"";""DIGITAL IMAGE PROCESSING"";3;""650001"";""TUE"";30/12/1899 9:30:00;30/12/1899 12:25:00;""LC3-118""",
"W;2;""RANGSIT"";2555;2;""CS381"";""471"";""OBJECT-ORIENTED ANALYSIS AND DESIGN"";3;""650001"";""TUE"";30/12/1899 15:00:00;30/12/1899 17:55:00;""LC3-122""",
"W;2;""RANGSIT"";2555;2;""CS381"";""471"";""OBJECT-ORIENTED ANALYSIS AND DESIGN"";3;""780001"";""WED"";30/12/1899 9:30:00;30/12/1899 12:25:00;""LC3-122""",
"W;2;""RANGSIT"";2555;2;""CS382"";""471"";""COMPONENT-BASED SOFTWARE DEVELOPMENT"";3;""030001"";""THU"";30/12/1899 11:00:00;30/12/1899 12:25:00;""LC3-110""",
"W;2;""RANGSIT"";2555;2;""CS382"";""471"";""COMPONENT-BASED SOFTWARE DEVELOPMENT"";3;""030001"";""TUE"";30/12/1899 11:00:00;30/12/1899 12:25:00;""LC3-110""",
"W;2;""RANGSIT"";2555;2;""CS382"";""471"";""COMPONENT-BASED SOFTWARE DEVELOPMENT"";3;""650001"";""THU"";30/12/1899 13:30:00;30/12/1899 14:55:00;""LC3-104""",
"W;2;""RANGSIT"";2555;2;""CS382"";""471"";""COMPONENT-BASED SOFTWARE DEVELOPMENT"";3;""650001"";""TUE"";30/12/1899 13:30:00;30/12/1899 14:55:00;""LC3-104""",
"W;2;""RANGSIT"";2555;2;""CS388"";""471"";""SOFTWARE CONSTRUCTION AND EVOLUTION"";3;""100001"";""WED"";30/12/1899 15:00:00;30/12/1899 16:25:00;""LC3-109""",
"W;2;""RANGSIT"";2555;2;""CS388"";""471"";""SOFTWARE CONSTRUCTION AND EVOLUTION"";3;""100001"";""FRI"";30/12/1899 15:00:00;30/12/1899 16:25:00;""LC3-109""",
"W;2;""RANGSIT"";2555;2;""CS388"";""471"";""SOFTWARE CONSTRUCTION AND EVOLUTION"";3;""650001"";""THU"";30/12/1899 9:30:00;30/12/1899 12:25:00;""LC3-104""",
"W;2;""RANGSIT"";2555;2;""CS388"";""471"";""SOFTWARE CONSTRUCTION AND EVOLUTION"";3;""650002"";""WED"";30/12/1899 15:00:00;30/12/1899 16:25:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2555;2;""CS388"";""471"";""SOFTWARE CONSTRUCTION AND EVOLUTION"";3;""650002"";""FRI"";30/12/1899 15:00:00;30/12/1899 16:25:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2555;2;""CS388"";""521"";""SOFTWARE CONSTRUCTION AND EVOLUTION"";3;""100001"";""FRI"";30/12/1899 15:00:00;30/12/1899 16:25:00;""LC3-109""",
"W;2;""RANGSIT"";2555;2;""CS388"";""521"";""SOFTWARE CONSTRUCTION AND EVOLUTION"";3;""100001"";""WED"";30/12/1899 15:00:00;30/12/1899 16:25:00;""LC3-109""",
"W;2;""RANGSIT"";2555;2;""CS388"";""521"";""SOFTWARE CONSTRUCTION AND EVOLUTION"";3;""650001"";""THU"";30/12/1899 9:30:00;30/12/1899 12:25:00;""LC3-104""",
"W;2;""RANGSIT"";2555;2;""CS388"";""521"";""SOFTWARE CONSTRUCTION AND EVOLUTION"";3;""650002"";""FRI"";30/12/1899 15:00:00;30/12/1899 16:25:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2555;2;""CS388"";""521"";""SOFTWARE CONSTRUCTION AND EVOLUTION"";3;""650002"";""WED"";30/12/1899 15:00:00;30/12/1899 16:25:00;""ติดต่อภาค""",
"C;2;""RANGSIT"";2555;2;""CS389"";""471"";""SOFTWARE ARCHITECTURE"";3;""050001"";""THU"";30/12/1899 15:00:00;30/12/1899 16:25:00;""N/A""",
"C;2;""RANGSIT"";2555;2;""CS389"";""471"";""SOFTWARE ARCHITECTURE"";3;""050001"";""TUE"";30/12/1899 15:00:00;30/12/1899 16:25:00;""N/A""",
"C;2;""RANGSIT"";2555;2;""CS389"";""521"";""SOFTWARE ARCHITECTURE"";3;""050001"";""THU"";30/12/1899 15:00:00;30/12/1899 16:25:00;""N/A""",
"C;2;""RANGSIT"";2555;2;""CS389"";""521"";""SOFTWARE ARCHITECTURE"";3;""050001"";""TUE"";30/12/1899 15:00:00;30/12/1899 16:25:00;""N/A""",
"W;2;""RANGSIT"";2555;2;""CS397"";""521"";""RENDERING 1"";3;""090001"";""WED"";30/12/1899 13:30:00;30/12/1899 14:55:00;""LC3-105""",
"W;2;""RANGSIT"";2555;2;""CS397"";""521"";""RENDERING 1"";3;""090001"";""FRI"";30/12/1899 13:30:00;30/12/1899 14:55:00;""LC3-105""",
"W;2;""RANGSIT"";2555;2;""CS397"";""521"";""RENDERING 1"";3;""650001"";""SUN"";30/12/1899 9:30:00;30/12/1899 12:25:00;""LC2-218""",
"W;2;""RANGSIT"";2555;2;""CS398"";""521"";""COMPUTER ANIMATION"";3;""650001"";""MON"";30/12/1899 9:30:00;30/12/1899 12:25:00;""LC2-218""",
"W;2;""RANGSIT"";2555;2;""CS398"";""521"";""COMPUTER ANIMATION"";3;""810001"";""MON"";30/12/1899 9:30:00;30/12/1899 12:25:00;""LC2-218""",
"C;2;""RANGSIT"";2555;2;""CS399"";""521"";""THREE DIMENSIONAL  INDUSTRY CONCEPTS AND PRACTICES"";3;""050001"";""THU"";30/12/1899 15:00:00;30/12/1899 16:25:00;""N/A""",
"C;2;""RANGSIT"";2555;2;""CS399"";""521"";""THREE DIMENSIONAL  INDUSTRY CONCEPTS AND PRACTICES"";3;""050001"";""TUE"";30/12/1899 15:00:00;30/12/1899 16:25:00;""N/A""",
"W;2;""RANGSIT"";2555;2;""CS407"";""521"";""SEMINAR IN SOFTWARE ENGINEERING"";3;""030001"";""THU"";30/12/1899 11:00:00;30/12/1899 12:25:00;""LC3-106""",
"W;2;""RANGSIT"";2555;2;""CS407"";""521"";""SEMINAR IN SOFTWARE ENGINEERING"";3;""030001"";""TUE"";30/12/1899 11:00:00;30/12/1899 12:25:00;""LC3-106""",
"W;2;""RANGSIT"";2555;2;""CS407"";""521"";""SEMINAR IN SOFTWARE ENGINEERING"";3;""650001"";""THU"";30/12/1899 11:00:00;30/12/1899 12:25:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2555;2;""CS407"";""521"";""SEMINAR IN SOFTWARE ENGINEERING"";3;""650001"";""TUE"";30/12/1899 11:00:00;30/12/1899 12:25:00;""ติดต่อภาค""",
"C;2;""RANGSIT"";2555;2;""CS408"";""521"";""SEMINAR IN SYSTEM ENGINEERING"";3;""020001"";""THU"";30/12/1899 9:30:00;30/12/1899 10:55:00;""N/A""",
"C;2;""RANGSIT"";2555;2;""CS408"";""521"";""SEMINAR IN SYSTEM ENGINEERING"";3;""020001"";""TUE"";30/12/1899 9:30:00;30/12/1899 10:55:00;""N/A""",
"W;2;""RANGSIT"";2555;2;""CS426"";""471"";""PARALLEL ALGORITHM DESIGNS"";3;""020001"";""TUE"";30/12/1899 9:30:00;30/12/1899 10:55:00;""LC2-217""",
"W;2;""RANGSIT"";2555;2;""CS426"";""471"";""PARALLEL ALGORITHM DESIGNS"";3;""020001"";""THU"";30/12/1899 9:30:00;30/12/1899 10:55:00;""LC2-217""",
"W;2;""RANGSIT"";2555;2;""CS426"";""471"";""PARALLEL ALGORITHM DESIGNS"";3;""650001"";""THU"";30/12/1899 11:00:00;30/12/1899 12:25:00;""LC2-217""",
"W;2;""RANGSIT"";2555;2;""CS426"";""471"";""PARALLEL ALGORITHM DESIGNS"";3;""650001"";""TUE"";30/12/1899 11:00:00;30/12/1899 12:25:00;""LC2-217""",
"W;2;""RANGSIT"";2555;2;""CS426"";""521"";""PARALLEL ALGORITHM DESIGNS"";3;""020001"";""TUE"";30/12/1899 9:30:00;30/12/1899 10:55:00;""LC2-217""",
"W;2;""RANGSIT"";2555;2;""CS426"";""521"";""PARALLEL ALGORITHM DESIGNS"";3;""020001"";""THU"";30/12/1899 9:30:00;30/12/1899 10:55:00;""LC2-217""",
"W;2;""RANGSIT"";2555;2;""CS426"";""521"";""PARALLEL ALGORITHM DESIGNS"";3;""650001"";""THU"";30/12/1899 11:00:00;30/12/1899 12:25:00;""LC2-217""",
"W;2;""RANGSIT"";2555;2;""CS426"";""521"";""PARALLEL ALGORITHM DESIGNS"";3;""650001"";""TUE"";30/12/1899 11:00:00;30/12/1899 12:25:00;""LC2-217""",
"W;2;""RANGSIT"";2555;2;""CS429"";""471"";""SELECTED TOPICS  IN  COMPUTER ARCHITECTURE"";3;""020001"";""THU"";30/12/1899 9:30:00;30/12/1899 10:55:00;""SC1014""",
"W;2;""RANGSIT"";2555;2;""CS429"";""471"";""SELECTED TOPICS  IN  COMPUTER ARCHITECTURE"";3;""020001"";""TUE"";30/12/1899 9:30:00;30/12/1899 10:55:00;""SC1014""",
"W;2;""RANGSIT"";2555;2;""CS429"";""471"";""SELECTED TOPICS  IN  COMPUTER ARCHITECTURE"";3;""650001"";""THU"";30/12/1899 15:00:00;30/12/1899 17:55:00;""LC1-203""",
"W;2;""RANGSIT"";2555;2;""CS429"";""521"";""SELECTED TOPICS  IN  COMPUTER ARCHITECTURE"";3;""020001"";""TUE"";30/12/1899 9:30:00;30/12/1899 10:55:00;""SC1014""",
"W;2;""RANGSIT"";2555;2;""CS429"";""521"";""SELECTED TOPICS  IN  COMPUTER ARCHITECTURE"";3;""020001"";""THU"";30/12/1899 9:30:00;30/12/1899 10:55:00;""SC1014""",
"W;2;""RANGSIT"";2555;2;""CS429"";""521"";""SELECTED TOPICS  IN  COMPUTER ARCHITECTURE"";3;""650001"";""THU"";30/12/1899 15:00:00;30/12/1899 17:55:00;""LC1-203""",
"W;2;""RANGSIT"";2555;2;""CS447"";""471"";""OPERATING SYSTEM 2"";3;""090001"";""FRI"";30/12/1899 13:30:00;30/12/1899 14:55:00;""LC3-106""",
"W;2;""RANGSIT"";2555;2;""CS447"";""471"";""OPERATING SYSTEM 2"";3;""090001"";""WED"";30/12/1899 13:30:00;30/12/1899 14:55:00;""LC3-106""",
"W;2;""RANGSIT"";2555;2;""CS447"";""471"";""OPERATING SYSTEM 2"";3;""650001"";""FRI"";30/12/1899 15:00:00;30/12/1899 17:55:00;""LC3-106""",
"W;2;""RANGSIT"";2555;2;""CS447"";""521"";""OPERATING SYSTEM 2"";3;""090001"";""WED"";30/12/1899 13:30:00;30/12/1899 14:55:00;""LC3-106""",
"W;2;""RANGSIT"";2555;2;""CS447"";""521"";""OPERATING SYSTEM 2"";3;""090001"";""FRI"";30/12/1899 13:30:00;30/12/1899 14:55:00;""LC3-106""",
"W;2;""RANGSIT"";2555;2;""CS447"";""521"";""OPERATING SYSTEM 2"";3;""650001"";""FRI"";30/12/1899 15:00:00;30/12/1899 17:55:00;""LC3-106""",
"C;2;""RANGSIT"";2555;2;""CS458"";""471"";""INFORMATION SYSTEMS FOR ENTREPRENEUR MANAGEMENT"";3;""090001"";""FRI"";30/12/1899 13:30:00;30/12/1899 14:55:00;""N/A""",
"C;2;""RANGSIT"";2555;2;""CS458"";""471"";""INFORMATION SYSTEMS FOR ENTREPRENEUR MANAGEMENT"";3;""090001"";""WED"";30/12/1899 13:30:00;30/12/1899 14:55:00;""N/A""",
"C;2;""RANGSIT"";2555;2;""CS458"";""521"";""INFORMATION SYSTEMS FOR ENTREPRENEUR MANAGEMENT"";3;""090001"";""FRI"";30/12/1899 13:30:00;30/12/1899 14:55:00;""N/A""",
