"CLASSSTATUS;""CAMPUSID"";""CAMPUSNAME"";""ACADYEAR"";""SEMESTER"";""COURSEID"";""CURRIC"";""COURSENAME"";""CREDIT"";""SECTIONGROUP"";""ENROLLAMOUNT""",
"W;2;""RANGSIT"";2554;1;""CS102"";""521"";""COMPUTER PROGRAMMING FUNDAMENTALS"";4;""020301"";40",
"W;2;""RANGSIT"";2554;1;""CS102"";""521"";""COMPUTER PROGRAMMING FUNDAMENTALS"";4;""030201"";36",
"W;2;""RANGSIT"";2554;1;""CS102"";""521"";""COMPUTER PROGRAMMING FUNDAMENTALS"";4;""650001"";26",
"W;2;""RANGSIT"";2554;1;""CS102"";""521"";""COMPUTER PROGRAMMING FUNDAMENTALS"";4;""650002"";40",
"W;2;""RANGSIT"";2554;1;""CS102"";""521"";""COMPUTER PROGRAMMING FUNDAMENTALS"";4;""650003"";0",
"W;2;""RANGSIT"";2554;1;""CS103"";""471"";""INTRODUCTION TO COMPUTER PROGRAMMING"";3;""070001"";5",
"W;2;""RANGSIT"";2554;1;""CS103"";""471"";""INTRODUCTION TO COMPUTER PROGRAMMING"";3;""070002"";1",
"W;2;""RANGSIT"";2554;1;""CS103"";""521"";""INTRODUCTION TO COMPUTER PROGRAMMING"";3;""070001"";70",
"W;2;""RANGSIT"";2554;1;""CS103"";""521"";""INTRODUCTION TO COMPUTER PROGRAMMING"";3;""070002"";79",
"W;2;""RANGSIT"";2554;1;""CS111"";""471"";""OBJECT-ORIENTED PROGRAMMING"";4;""060801"";11",
"W;2;""RANGSIT"";2554;1;""CS111"";""471"";""OBJECT-ORIENTED PROGRAMMING"";4;""650001"";19",
"W;2;""RANGSIT"";2554;1;""CS111"";""471"";""OBJECT-ORIENTED PROGRAMMING"";4;""650002"";3",
"W;2;""RANGSIT"";2554;1;""CS111"";""521"";""OBJECT-ORIENTED PROGRAMMING"";4;""060801"";24",
"W;2;""RANGSIT"";2554;1;""CS111"";""521"";""OBJECT-ORIENTED PROGRAMMING"";4;""650001"";18",
"W;2;""RANGSIT"";2554;1;""CS111"";""521"";""OBJECT-ORIENTED PROGRAMMING"";4;""650002"";0",
"W;2;""RANGSIT"";2554;1;""CS213"";""471"";""DATA STRUCTURES"";3;""050001"";3",
"W;2;""RANGSIT"";2554;1;""CS213"";""471"";""DATA STRUCTURES"";3;""050002"";0",
"W;2;""RANGSIT"";2554;1;""CS213"";""471"";""DATA STRUCTURES"";3;""650001"";1",
"W;2;""RANGSIT"";2554;1;""CS213"";""471"";""DATA STRUCTURES"";3;""650002"";1",
"W;2;""RANGSIT"";2554;1;""CS213"";""521"";""DATA STRUCTURES"";3;""050001"";39",
"W;2;""RANGSIT"";2554;1;""CS213"";""521"";""DATA STRUCTURES"";3;""050002"";39",
"W;2;""RANGSIT"";2554;1;""CS213"";""521"";""DATA STRUCTURES"";3;""650001"";34",
"W;2;""RANGSIT"";2554;1;""CS213"";""521"";""DATA STRUCTURES"";3;""650002"";22",
"W;2;""RANGSIT"";2554;1;""CS214"";""521"";""SOCIAL AND PROFESSIONAL ETHICS"";1;""650001"";66",
"W;2;""RANGSIT"";2554;1;""CS214"";""521"";""SOCIAL AND PROFESSIONAL ETHICS"";1;""840001"";82",
"W;2;""RANGSIT"";2554;1;""CS222"";""521"";""PROGRAMMING LANGUAGES AND PARADIGMS"";3;""650001"";56",
"W;2;""RANGSIT"";2554;1;""CS222"";""521"";""PROGRAMMING LANGUAGES AND PARADIGMS"";3;""910001"";78",
"C;2;""RANGSIT"";2554;1;""CS222"";""521"";""PROGRAMMING LANGUAGES AND PARADIGMS"";3;""910002"";0",
"W;2;""RANGSIT"";2554;1;""CS223"";""471"";""COMPUTER ORGANIZATION AND ARCHITECTURE"";3;""040001"";1",
"W;2;""RANGSIT"";2554;1;""CS223"";""471"";""COMPUTER ORGANIZATION AND ARCHITECTURE"";3;""040002"";1",
"W;2;""RANGSIT"";2554;1;""CS223"";""471"";""COMPUTER ORGANIZATION AND ARCHITECTURE"";3;""650001"";12",
"W;2;""RANGSIT"";2554;1;""CS223"";""471"";""COMPUTER ORGANIZATION AND ARCHITECTURE"";3;""650002"";2",
"W;2;""RANGSIT"";2554;1;""CS223"";""471"";""COMPUTER ORGANIZATION AND ARCHITECTURE"";3;""650003"";8",
"W;2;""RANGSIT"";2554;1;""CS223"";""521"";""COMPUTER ORGANIZATION AND ARCHITECTURE"";3;""040001"";41",
"W;2;""RANGSIT"";2554;1;""CS223"";""521"";""COMPUTER ORGANIZATION AND ARCHITECTURE"";3;""040002"";39",
"W;2;""RANGSIT"";2554;1;""CS223"";""521"";""COMPUTER ORGANIZATION AND ARCHITECTURE"";3;""650001"";29",
"W;2;""RANGSIT"";2554;1;""CS223"";""521"";""COMPUTER ORGANIZATION AND ARCHITECTURE"";3;""650002"";31",
"W;2;""RANGSIT"";2554;1;""CS223"";""521"";""COMPUTER ORGANIZATION AND ARCHITECTURE"";3;""650003"";2",
"W;2;""RANGSIT"";2554;1;""CS231"";""471"";""PROGRAMMING LANGUAGES AND PARADIGMS"";3;""650001"";2",
"W;2;""RANGSIT"";2554;1;""CS231"";""471"";""PROGRAMMING LANGUAGES AND PARADIGMS"";3;""910001"";0",
"C;2;""RANGSIT"";2554;1;""CS231"";""471"";""PROGRAMMING LANGUAGES AND PARADIGMS"";3;""910002"";0",
"W;2;""RANGSIT"";2554;1;""CS251"";""521"";""DATABASE SYSTEMS 1"";3;""070001"";2",
"W;2;""RANGSIT"";2554;1;""CS251"";""521"";""DATABASE SYSTEMS 1"";3;""650001"";9",
"W;2;""RANGSIT"";2554;1;""CS281"";""521"";""OBJECT-ORIENTED ANALYSIS AND DESIGN"";3;""080001"";5",
"W;2;""RANGSIT"";2554;1;""CS281"";""521"";""OBJECT-ORIENTED ANALYSIS AND DESIGN"";3;""650001"";10",
"W;2;""RANGSIT"";2554;1;""CS284"";""471"";""INTRODUCTION TO SOFTWARE ENGINEERING"";3;""650001"";0",
"W;2;""RANGSIT"";2554;1;""CS284"";""471"";""INTRODUCTION TO SOFTWARE ENGINEERING"";3;""650002"";0",
"W;2;""RANGSIT"";2554;1;""CS284"";""471"";""INTRODUCTION TO SOFTWARE ENGINEERING"";3;""900001"";11",
"W;2;""RANGSIT"";2554;1;""CS284"";""521"";""INTRODUCTION TO SOFTWARE ENGINEERING"";3;""650001"";56",
"W;2;""RANGSIT"";2554;1;""CS284"";""521"";""INTRODUCTION TO SOFTWARE ENGINEERING"";3;""650002"";1",
"W;2;""RANGSIT"";2554;1;""CS284"";""521"";""INTRODUCTION TO SOFTWARE ENGINEERING"";3;""900001"";79",
"W;2;""RANGSIT"";2554;1;""CS285"";""471"";""SOCIAL AND PROFESSIONAL ISSUES"";1;""650001"";54",
"W;2;""RANGSIT"";2554;1;""CS285"";""471"";""SOCIAL AND PROFESSIONAL ISSUES"";1;""840001"";69",
"W;2;""RANGSIT"";2554;1;""CS289"";""521"";""SOFTWARE PROCESS AND QUALITY ASSURANCE"";3;""090001"";38",
"W;2;""RANGSIT"";2554;1;""CS289"";""521"";""SOFTWARE PROCESS AND QUALITY ASSURANCE"";3;""650001"";15",
"W;2;""RANGSIT"";2554;1;""CS289"";""521"";""SOFTWARE PROCESS AND QUALITY ASSURANCE"";3;""650002"";7",
"W;2;""RANGSIT"";2554;1;""CS297"";""521"";""FUNDAMENTAL TECHNIQUES IN COMPUTER GRAPHICS USING API"";3;""040001"";5",
"W;2;""RANGSIT"";2554;1;""CS297"";""521"";""FUNDAMENTAL TECHNIQUES IN COMPUTER GRAPHICS USING API"";3;""650001"";6",
"W;2;""RANGSIT"";2554;1;""CS314"";""471"";""THEORY OF COMPUTATION"";3;""040001"";0",
"W;2;""RANGSIT"";2554;1;""CS314"";""471"";""THEORY OF COMPUTATION"";3;""650001"";10",
"W;2;""RANGSIT"";2554;1;""CS314"";""521"";""THEORY OF COMPUTATION"";3;""040001"";56",
"W;2;""RANGSIT"";2554;1;""CS314"";""521"";""THEORY OF COMPUTATION"";3;""650001"";37",
"W;2;""RANGSIT"";2554;1;""CS326"";""471"";""EMBEDDED SYSTEMS DESIGN"";3;""650001"";2",
"W;2;""RANGSIT"";2554;1;""CS326"";""471"";""EMBEDDED SYSTEMS DESIGN"";3;""830001"";0",
"W;2;""RANGSIT"";2554;1;""CS326"";""521"";""EMBEDDED SYSTEMS DESIGN"";3;""650001"";0",
"W;2;""RANGSIT"";2554;1;""CS326"";""521"";""EMBEDDED SYSTEMS DESIGN"";3;""830001"";7",
"W;2;""RANGSIT"";2554;1;""CS341"";""471"";""OPERATING SYSTEMS 1"";3;""050001"";0",
"W;2;""RANGSIT"";2554;1;""CS341"";""471"";""OPERATING SYSTEMS 1"";3;""650001"";15",
"W;2;""RANGSIT"";2554;1;""CS341"";""521"";""OPERATING SYSTEMS 1"";3;""050001"";61",
"W;2;""RANGSIT"";2554;1;""CS341"";""521"";""OPERATING SYSTEMS 1"";3;""650001"";45",
"W;2;""RANGSIT"";2554;1;""CS351"";""471"";""DATABASE SYSTEMS 1"";3;""070001"";12",
"W;2;""RANGSIT"";2554;1;""CS351"";""471"";""DATABASE SYSTEMS 1"";3;""650001"";4",
"W;2;""RANGSIT"";2554;1;""CS365"";""471"";""ARTIFICIAL INTELLIGENT SYSTEMS"";3;""020001"";0",
"W;2;""RANGSIT"";2554;1;""CS365"";""471"";""ARTIFICIAL INTELLIGENT SYSTEMS"";3;""650001"";3",
"W;2;""RANGSIT"";2554;1;""CS365"";""521"";""ARTIFICIAL INTELLIGENT SYSTEMS"";3;""020001"";16",
"W;2;""RANGSIT"";2554;1;""CS365"";""521"";""ARTIFICIAL INTELLIGENT SYSTEMS"";3;""650001"";22",
"C;2;""RANGSIT"";2554;1;""CS374"";""471"";""HUMAN-COMPUTER INTERACTION"";3;""020001"";0",
"C;2;""RANGSIT"";2554;1;""CS374"";""521"";""HUMAN - COMPUTER INTERACTION"";3;""020001"";0",
"W;2;""RANGSIT"";2554;1;""CS375"";""471"";""COMPUTER GRAPHICS 1"";3;""020001"";0",
"W;2;""RANGSIT"";2554;1;""CS375"";""471"";""COMPUTER GRAPHICS 1"";3;""090001"";0",
"W;2;""RANGSIT"";2554;1;""CS375"";""471"";""COMPUTER GRAPHICS 1"";3;""650001"";27",
"W;2;""RANGSIT"";2554;1;""CS376"";""471"";""GEOMETRIC MODELING"";3;""010001"";3",
"W;2;""RANGSIT"";2554;1;""CS376"";""471"";""GEOMETRIC MODELING"";3;""650001"";5",
"W;2;""RANGSIT"";2554;1;""CS381"";""471"";""OBJECT-ORIENTED ANALYSIS AND DESIGN"";3;""080001"";1",
"W;2;""RANGSIT"";2554;1;""CS381"";""471"";""OBJECT-ORIENTED ANALYSIS AND DESIGN"";3;""650001"";7",
"C;2;""RANGSIT"";2554;1;""CS381"";""471"";""OBJECT-ORIENTED ANALYSIS AND DESIGN"";3;""650002"";0",
"W;2;""RANGSIT"";2554;1;""CS383"";""471"";""SOFTWARE PROCESS AND QUALITY ASSURANCE"";3;""090001"";4",
"W;2;""RANGSIT"";2554;1;""CS383"";""471"";""SOFTWARE PROCESS AND QUALITY ASSURANCE"";3;""650001"";1",
"W;2;""RANGSIT"";2554;1;""CS383"";""471"";""SOFTWARE PROCESS AND QUALITY ASSURANCE"";3;""650002"";2",
"W;2;""RANGSIT"";2554;1;""CS385"";""471"";""SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT"";3;""020001"";8",
"W;2;""RANGSIT"";2554;1;""CS385"";""471"";""SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT"";3;""650001"";13",
"W;2;""RANGSIT"";2554;1;""CS385"";""471"";""SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT"";3;""650002"";6",
"W;2;""RANGSIT"";2554;1;""CS385"";""521"";""SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT"";3;""020001"";40",
"W;2;""RANGSIT"";2554;1;""CS385"";""521"";""SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT"";3;""650001"";19",
"W;2;""RANGSIT"";2554;1;""CS385"";""521"";""SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT"";3;""650002"";2",
"W;2;""RANGSIT"";2554;1;""CS387"";""471"";""WEB APPLICATION AND ENTERPRISE PROGRAMS"";3;""030001"";25",
"W;2;""RANGSIT"";2554;1;""CS387"";""471"";""WEB APPLICATION AND ENTERPRISE PROGRAMS"";3;""650001"";26",
"W;2;""RANGSIT"";2554;1;""CS395"";""521"";""COMPUTER GRAPHICS"";3;""020001"";5",
"W;2;""RANGSIT"";2554;1;""CS395"";""521"";""COMPUTER GRAPHICS"";3;""090001"";16",
"W;2;""RANGSIT"";2554;1;""CS395"";""521"";""COMPUTER GRAPHICS"";3;""650001"";16",
"W;2;""RANGSIT"";2554;1;""CS395"";""521"";""COMPUTER GRAPHICS"";3;""650002"";7",
"C;2;""RANGSIT"";2554;1;""CS395"";""521"";""COMPUTER GRAPHICS"";3;""650003"";0",
"W;2;""RANGSIT"";2554;1;""CS396"";""521"";""COMPUTER GRAPHICS  MODELING"";3;""010001"";5",
"W;2;""RANGSIT"";2554;1;""CS396"";""521"";""COMPUTER GRAPHICS  MODELING"";3;""650001"";7",
"W;2;""RANGSIT"";2554;1;""CS396"";""521"";""COMPUTER GRAPHICS  MODELING"";3;""650002"";1",
"W;2;""RANGSIT"";2554;1;""CS398"";""521"";""COMPUTER ANIMATION"";3;""650001"";0",
"W;2;""RANGSIT"";2554;1;""CS398"";""521"";""COMPUTER ANIMATION"";3;""810001"";0",
"W;2;""RANGSIT"";2554;1;""CS409"";""521"";""SELECTED TOPICS IN COMPUTER SCIENCE"";3;""650001"";1",
"W;2;""RANGSIT"";2554;1;""CS409"";""521"";""SELECTED TOPICS IN COMPUTER SCIENCE"";3;""830001"";9",
"C;2;""RANGSIT"";2554;1;""CS426"";""471"";""PARALLEL ALGORITHM DESIGNS"";3;""650001"";0",
"W;2;""RANGSIT"";2554;1;""CS426"";""471"";""PARALLEL ALGORITHM DESIGNS"";3;""900001"";13",
"W;2;""RANGSIT"";2554;1;""CS446"";""471"";""NET-CENTRIC COMPUTING 2"";3;""020001"";29",
"W;2;""RANGSIT"";2554;1;""CS446"";""471"";""NET-CENTRIC COMPUTING 2"";3;""650001"";11",
"W;2;""RANGSIT"";2554;1;""CS449"";""471"";""SELECTED TOPICS IN NET-CENTRIC COMPUTING"";3;""040001"";13",
"W;2;""RANGSIT"";2554;1;""CS449"";""471"";""SELECTED TOPICS IN NET-CENTRIC COMPUTING"";3;""650001"";6",
"W;2;""RANGSIT"";2554;1;""CS449"";""471"";""SELECTED TOPICS IN NET-CENTRIC COMPUTING"";3;""650002"";1",
"W;2;""RANGSIT"";2554;1;""CS456"";""471"";""MANAGEMENT INFORMATION SYSTEMS"";3;""040001"";10",
"W;2;""RANGSIT"";2554;1;""CS456"";""471"";""MANAGEMENT INFORMATION SYSTEMS"";3;""650001"";9",
"W;2;""RANGSIT"";2554;1;""CS457"";""471"";""DATABASE SYSTEMS 2"";3;""090001"";1",
"W;2;""RANGSIT"";2554;1;""CS457"";""471"";""DATABASE SYSTEMS 2"";3;""650001"";4",
"W;2;""RANGSIT"";2554;1;""CS469"";""471"";""SELECTED TOPICS IN ARTIFICIAL  INTELLIGENT SYSTEMS"";3;""070001"";6",
"W;2;""RANGSIT"";2554;1;""CS469"";""471"";""SELECTED TOPICS IN ARTIFICIAL  INTELLIGENT SYSTEMS"";3;""650001"";6",
"C;2;""RANGSIT"";2554;1;""CS469"";""471"";""SELECTED TOPICS IN ARTIFICIAL  INTELLIGENT SYSTEMS"";3;""650002"";0",
"W;2;""RANGSIT"";2554;1;""CS469"";""521"";""SELECTED TOPICS IN ARTIFICIAL  INTELLIGENT SYSTEMS"";3;""070001"";0",
"W;2;""RANGSIT"";2554;1;""CS477"";""471"";""	COMPUTER ANIMATION"";3;""650001"";6",
"W;2;""RANGSIT"";2554;1;""CS477"";""471"";""	COMPUTER ANIMATION"";3;""810001"";3",
"W;2;""RANGSIT"";2554;1;""CS479"";""471"";""SELECTED TOPICS IN HUMAN-COMPUTER INTERACTION"";3;""080001"";5",
"W;2;""RANGSIT"";2554;1;""CS479"";""471"";""SELECTED TOPICS IN HUMAN-COMPUTER INTERACTION"";3;""650001"";7",
"W;2;""RANGSIT"";2554;1;""CS488"";""471"";""FORMAL METHODS"";3;""010001"";12",
"W;2;""RANGSIT"";2554;1;""CS488"";""471"";""FORMAL METHODS"";3;""650001"";8",
"C;2;""RANGSIT"";2554;1;""CS488"";""471"";""FORMAL METHODS"";3;""650002"";0",
"W;2;""RANGSIT"";2554;1;""CS489"";""471"";""SELECTED TOPICS IN SOFTWARE ENGINEERING"";3;""100001"";34",
"W;2;""RANGSIT"";2554;1;""CS489"";""471"";""SELECTED TOPICS IN SOFTWARE ENGINEERING"";3;""650001"";14",
"W;2;""RANGSIT"";2554;1;""CS491"";""471"";""SPECIAL TOPICS   1"";2;""000001"";70",
"W;2;""RANGSIT"";2554;1;""CS491"";""471"";""SPECIAL TOPICS   1"";2;""650001"";60",
"W;2;""RANGSIT"";2554;1;""CS492"";""471"";""SPECIAL TOPICS 2"";4;""000001"";3",
"W;2;""RANGSIT"";2554;1;""CS492"";""471"";""SPECIAL TOPICS 2"";4;""650001"";2",
"W;2;""RANGSIT"";2554;1;""CS496"";""471"";""SELECTED TOPICS IN COMPUTER SCIENCE"";3;""650001"";29",
"W;2;""RANGSIT"";2554;1;""CS496"";""471"";""SELECTED TOPICS IN COMPUTER SCIENCE"";3;""830001"";21",
"W;2;""RANGSIT"";2554;1;""EL070"";""471"";""ENGLISH COURSE 1"";3;""650001"";0",
"W;2;""RANGSIT"";2554;1;""EL070"";""521"";""ENGLISH COURSE 1"";3;""650001"";19",
"W;2;""RANGSIT"";2554;1;""EL171"";""471"";""ENGLISH COURSE 2"";3;""650001"";0",
"W;2;""RANGSIT"";2554;1;""EL171"";""471"";""ENGLISH COURSE 2"";3;""650002"";0",
"W;2;""RANGSIT"";2554;1;""EL171"";""521"";""ENGLISH COURSE 2"";3;""650001"";18",
"W;2;""RANGSIT"";2554;1;""EL171"";""521"";""ENGLISH COURSE 2"";3;""650002"";21",
"W;2;""RANGSIT"";2554;1;""EL295"";""521"";""ACADEMIC ENGLISH 1"";3;""650001"";27",
"W;2;""RANGSIT"";2554;1;""EL295"";""521"";""ACADEMIC ENGLISH 1"";3;""650002"";25",
"W;2;""RANGSIT"";2554;1;""EL395"";""521"";""ACADEMIC ENGLISH 2"";3;""650001"";21",
"W;2;""RANGSIT"";2554;1;""EL395"";""521"";""ACADEMIC ENGLISH 2"";3;""650002"";20",
"W;2;""RANGSIT"";2554;1;""HO201"";""471"";""PRINCIPLES OF MANAGEMENT"";3;""650001"";0",
"W;2;""RANGSIT"";2554;1;""HO201"";""521"";""PRINCIPLES OF MANAGEMENT"";3;""650001"";102",
"W;2;""RANGSIT"";2554;1;""MA211"";""471"";""CALCULUS 1"";3;""650001"";5",
"W;2;""RANGSIT"";2554;1;""MA211"";""521"";""CALCULUS 1"";3;""650001"";40",
"W;2;""RANGSIT"";2554;1;""MA212"";""472"";""CALCULUS 2"";3;""650001"";1",
"W;2;""RANGSIT"";2554;1;""MW314"";""471"";""SOCIAL EPIDEMIOLOGY AND ECOLOGY OF HEALTH"";3;""650001"";18",
"W;2;""RANGSIT"";2554;1;""MW314"";""521"";""SOCIAL EPIDEMIOLOGY AND ECOLOGY OF HEALTH"";3;""650001"";14",
"W;2;""RANGSIT"";2554;1;""SC113"";""471"";""GENERAL BIOLOGY"";3;""650001"";3",
"W;2;""RANGSIT"";2554;1;""SW221"";""521"";""THAI SOCIETY AND THEORIES OF SOCIAL DEVELOPMENT"";3;""650001"";1",
"W;2;""RANGSIT"";2554;1;""SW478"";""471"";""GENDER IN SOCIAL DEVELOPMENT AND HUMAN SECURITY"";3;""650001"";34",
"W;2;""RANGSIT"";2554;1;""SW478"";""521"";""GENDER IN SOCIAL DEVELOPMENT AND HUMAN SECURITY"";3;""650001"";2",
"W;2;""RANGSIT"";2554;1;""TH161"";""471"";""THAI USAGE 1"";3;""650001"";0",
"W;2;""RANGSIT"";2554;1;""TH161"";""471"";""THAI USAGE 1"";3;""650002"";0",
"W;2;""RANGSIT"";2554;1;""TH161"";""521"";""THAI USAGE"";3;""650001"";35",
"W;2;""RANGSIT"";2554;1;""TH161"";""521"";""THAI USAGE"";3;""650002"";34",
"W;2;""RANGSIT"";2554;1;""TU110"";""471"";""INTEGRATED HUMANITIES"";3;""650001"";11",
"W;2;""RANGSIT"";2554;1;""TU110"";""521"";""INTEGRATED HUMANITIES"";3;""650001"";106",
"W;2;""RANGSIT"";2554;1;""TU154"";""521"";""FOUNDATION OF MATHEMATICS"";3;""650001"";68",
"W;2;""RANGSIT"";2554;2;""CS111"";""471"";""OBJECT-ORIENTED PROGRAMMING"";4;""040501"";0",
"W;2;""RANGSIT"";2554;2;""CS111"";""471"";""OBJECT-ORIENTED PROGRAMMING"";4;""040502"";0",
"W;2;""RANGSIT"";2554;2;""CS111"";""471"";""OBJECT-ORIENTED PROGRAMMING"";4;""650001"";9",
"W;2;""RANGSIT"";2554;2;""CS111"";""471"";""OBJECT-ORIENTED PROGRAMMING"";4;""650002"";0",
"W;2;""RANGSIT"";2554;2;""CS111"";""521"";""OBJECT-ORIENTED PROGRAMMING"";4;""040501"";37",
"W;2;""RANGSIT"";2554;2;""CS111"";""521"";""OBJECT-ORIENTED PROGRAMMING"";4;""040502"";34",
"W;2;""RANGSIT"";2554;2;""CS111"";""521"";""OBJECT-ORIENTED PROGRAMMING"";4;""650001"";24",
"W;2;""RANGSIT"";2554;2;""CS111"";""521"";""OBJECT-ORIENTED PROGRAMMING"";4;""650002"";31",
"W;2;""RANGSIT"";2554;2;""CS112"";""471"";""	INTRODUCTION TO OBJECT-ORIENTED PROGRAMMING"";3;""100001"";9",
"W;2;""RANGSIT"";2554;2;""CS112"";""471"";""	INTRODUCTION TO OBJECT-ORIENTED PROGRAMMING"";3;""100002"";0",
"W;2;""RANGSIT"";2554;2;""CS112"";""521"";""	INTRODUCTION TO OBJECT-ORIENTED PROGRAMMING"";3;""100001"";52",
"W;2;""RANGSIT"";2554;2;""CS112"";""521"";""	INTRODUCTION TO OBJECT-ORIENTED PROGRAMMING"";3;""100002"";57",
"W;2;""RANGSIT"";2554;2;""CS213"";""471"";""DATA STRUCTURES"";3;""070001"";3",
"W;2;""RANGSIT"";2554;2;""CS213"";""471"";""DATA STRUCTURES"";3;""650001"";7",
"W;2;""RANGSIT"";2554;2;""CS213"";""521"";""DATA STRUCTURES"";3;""070001"";23",
"W;2;""RANGSIT"";2554;2;""CS213"";""521"";""DATA STRUCTURES"";3;""650001"";24",
"W;2;""RANGSIT"";2554;2;""CS222"";""521"";""PROGRAMMING LANGUAGES AND PARADIGMS"";3;""050001"";4",
"W;2;""RANGSIT"";2554;2;""CS222"";""521"";""PROGRAMMING LANGUAGES AND PARADIGMS"";3;""650001"";4",
"W;2;""RANGSIT"";2554;2;""CS231"";""471"";""PROGRAMMING LANGUAGES AND PARADIGMS"";3;""050001"";1",
"W;2;""RANGSIT"";2554;2;""CS231"";""471"";""PROGRAMMING LANGUAGES AND PARADIGMS"";3;""650001"";2",
"W;2;""RANGSIT"";2554;2;""CS251"";""521"";""DATABASE SYSTEMS 1"";3;""020001"";38",
"W;2;""RANGSIT"";2554;2;""CS251"";""521"";""DATABASE SYSTEMS 1"";3;""020002"";38",
"W;2;""RANGSIT"";2554;2;""CS251"";""521"";""DATABASE SYSTEMS 1"";3;""650001"";56",
"W;2;""RANGSIT"";2554;2;""CS261"";""521"";""HUMAN INFORMATION PROCESSING"";3;""090001"";80",
"W;2;""RANGSIT"";2554;2;""CS261"";""521"";""HUMAN INFORMATION PROCESSING"";3;""650001"";60",
"W;2;""RANGSIT"";2554;2;""CS281"";""521"";""OBJECT-ORIENTED ANALYSIS AND DESIGN"";3;""650001"";52",
"W;2;""RANGSIT"";2554;2;""CS281"";""521"";""OBJECT-ORIENTED ANALYSIS AND DESIGN"";3;""780001"";73",
"W;2;""RANGSIT"";2554;2;""CS285"";""521"";""PRACTICES AND PATTERNS IN OBJECT-ORIENTED PROGRAMMING"";3;""050001"";8",
"W;2;""RANGSIT"";2554;2;""CS285"";""521"";""PRACTICES AND PATTERNS IN OBJECT-ORIENTED PROGRAMMING"";3;""650001"";2",
"W;2;""RANGSIT"";2554;2;""CS286"";""521"";""MATHEMATICS AND PROFESSIONAL PRACTICES FOR SOFTWARE ENGINEERING"";3;""100001"";9",
"W;2;""RANGSIT"";2554;2;""CS286"";""521"";""MATHEMATICS AND PROFESSIONAL PRACTICES FOR SOFTWARE ENGINEERING"";3;""650001"";26",
"W;2;""RANGSIT"";2554;2;""CS288"";""521"";""COMPONENT-BASED SOFTWARE DEVELOPMENT"";3;""030001"";40",
"W;2;""RANGSIT"";2554;2;""CS288"";""521"";""COMPONENT-BASED SOFTWARE DEVELOPMENT"";3;""650001"";21",
"W;2;""RANGSIT"";2554;2;""CS295"";""521"";""MATHEMATICS FOR COMPUTER GRAPHICS"";3;""050001"";7",
"W;2;""RANGSIT"";2554;2;""CS295"";""521"";""MATHEMATICS FOR COMPUTER GRAPHICS"";3;""650001"";7",
"W;2;""RANGSIT"";2554;2;""CS296"";""521"";""ART AND DESIGN FOUNDATIONS"";3;""650001"";9",
"W;2;""RANGSIT"";2554;2;""CS296"";""521"";""ART AND DESIGN FOUNDATIONS"";3;""890001"";15",
"W;2;""RANGSIT"";2554;2;""CS301"";""521"";""FUNDAMENTAL OF RESEARCH METHODOLOGY"";1;""150001"";62",
"W;2;""RANGSIT"";2554;2;""CS301"";""521"";""FUNDAMENTAL OF RESEARCH METHODOLOGY"";1;""650001"";54",
"W;2;""RANGSIT"";2554;2;""CS311"";""471"";""DESIGN AND ANALYSIS OF ALGORITHMS"";3;""120001"";0",
"W;2;""RANGSIT"";2554;2;""CS311"";""471"";""DESIGN AND ANALYSIS OF ALGORITHMS"";3;""650001"";29",
"W;2;""RANGSIT"";2554;2;""CS311"";""521"";""DESIGN AND ANALYSIS OF ALGORITHMS"";3;""120001"";62",
"W;2;""RANGSIT"";2554;2;""CS311"";""521"";""DESIGN AND ANALYSIS OF ALGORITHMS"";3;""650001"";53",
"W;2;""RANGSIT"";2554;2;""CS326"";""471"";""EMBEDDED SYSTEMS DESIGN"";3;""100001"";0",
"W;2;""RANGSIT"";2554;2;""CS326"";""471"";""EMBEDDED SYSTEMS DESIGN"";3;""650001"";8",
"W;2;""RANGSIT"";2554;2;""CS326"";""521"";""EMBEDDED SYSTEMS DESIGN"";3;""100001"";11",
"W;2;""RANGSIT"";2554;2;""CS326"";""521"";""EMBEDDED SYSTEMS DESIGN"";3;""650001"";27",
"C;2;""RANGSIT"";2554;2;""CS327"";""471"";""DIGITAL LOGIC DESIGN"";3;""100001"";0",
"C;2;""RANGSIT"";2554;2;""CS327"";""521"";""DIGITAL LOGIC DESIGN"";3;""100001"";0",
"W;2;""RANGSIT"";2554;2;""CS328"";""521"";""COMPILER CONSTRUCTION"";3;""100001"";3",
"C;2;""RANGSIT"";2554;2;""CS328"";""521"";""COMPILER CONSTRUCTION"";3;""650001"";0",
"W;2;""RANGSIT"";2554;2;""CS336"";""471"";""PRACTICES AND PATTERNS IN OBJECT-ORIENTED PROGRAMMING"";3;""050001"";1",
"W;2;""RANGSIT"";2554;2;""CS336"";""471"";""PRACTICES AND PATTERNS IN OBJECT-ORIENTED PROGRAMMING"";3;""650001"";0",
"W;2;""RANGSIT"";2554;2;""CS342"";""471"";""NET-CENTRIC COMPUTING 1"";3;""080001"";0",
