"CLASSSTATUS;""CAMPUSID"";""CAMPUSNAME"";""ACADYEAR"";""SEMESTER"";""COURSEID"";""CURRIC"";""COURSENAME"";""CREDIT"";""SECTIONGROUP"";""ENROLLAMOUNT""",
"W;2;""RANGSIT"";2553;1;""CS383"";""471"";""SOFTWARE PROCESS AND QUALITY ASSURANCE"";3;""090001"";44",
"W;2;""RANGSIT"";2553;1;""CS383"";""471"";""SOFTWARE PROCESS AND QUALITY ASSURANCE"";3;""650001"";31",
"W;2;""RANGSIT"";2553;1;""CS385"";""471"";""SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT"";3;""070001"";43",
"W;2;""RANGSIT"";2553;1;""CS385"";""471"";""SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT"";3;""650001"";17",
"W;2;""RANGSIT"";2553;1;""CS387"";""471"";""WEB APPLICATION AND ENTERPRISE PROGRAMS"";3;""030001"";26",
"W;2;""RANGSIT"";2553;1;""CS387"";""471"";""WEB APPLICATION AND ENTERPRISE PROGRAMS"";3;""650001"";13",
"W;2;""RANGSIT"";2553;1;""CS446"";""471"";""NET-CENTRIC COMPUTING 2"";3;""030001"";15",
"W;2;""RANGSIT"";2553;1;""CS446"";""471"";""NET-CENTRIC COMPUTING 2"";3;""650001"";5",
"W;2;""RANGSIT"";2553;1;""CS449"";""471"";""SELECTED TOPICS IN NET-CENTRIC COMPUTING"";3;""040001"";8",
"W;2;""RANGSIT"";2553;1;""CS449"";""471"";""SELECTED TOPICS IN NET-CENTRIC COMPUTING"";3;""650001"";4",
"W;2;""RANGSIT"";2553;1;""CS456"";""471"";""MANAGEMENT INFORMATION SYSTEMS"";3;""040001"";12",
"C;2;""RANGSIT"";2553;1;""CS456"";""471"";""MANAGEMENT INFORMATION SYSTEMS"";3;""650001"";0",
"W;2;""RANGSIT"";2553;1;""CS457"";""471"";""DATABASE SYSTEMS 2"";3;""100001"";11",
"W;2;""RANGSIT"";2553;1;""CS457"";""471"";""DATABASE SYSTEMS 2"";3;""650001"";1",
"W;2;""RANGSIT"";2553;1;""CS469"";""471"";""SELECTED TOPICS IN ARTIFICIAL  INTELLIGENT SYSTEMS"";3;""070001"";32",
"W;2;""RANGSIT"";2553;1;""CS469"";""471"";""SELECTED TOPICS IN ARTIFICIAL  INTELLIGENT SYSTEMS"";3;""650001"";9",
"W;2;""RANGSIT"";2553;1;""CS469"";""471"";""SELECTED TOPICS IN ARTIFICIAL  INTELLIGENT SYSTEMS"";3;""650002"";4",
"W;2;""RANGSIT"";2553;1;""CS477"";""471"";""	COMPUTER ANIMATION"";3;""010001"";4",
"C;2;""RANGSIT"";2553;1;""CS477"";""471"";""	COMPUTER ANIMATION"";3;""650001"";0",
"W;2;""RANGSIT"";2553;1;""CS479"";""471"";""SELECTED TOPICS IN HUMAN-COMPUTER INTERACTION"";3;""050001"";11",
"W;2;""RANGSIT"";2553;1;""CS486"";""471"";""SOFTWARE VALIDATION  AND  VERIFICATION"";3;""650001"";9",
"C;2;""RANGSIT"";2553;1;""CS488"";""471"";""FORMAL METHODS"";3;""020001"";0",
"C;2;""RANGSIT"";2553;1;""CS488"";""471"";""FORMAL METHODS"";3;""650001"";0",
"W;2;""RANGSIT"";2553;1;""CS489"";""471"";""SELECTED TOPICS IN SOFTWARE ENGINEERING"";3;""100001"";28",
"W;2;""RANGSIT"";2553;1;""CS489"";""471"";""SELECTED TOPICS IN SOFTWARE ENGINEERING"";3;""650001"";10",
"W;2;""RANGSIT"";2553;1;""CS489"";""471"";""SELECTED TOPICS IN SOFTWARE ENGINEERING"";3;""650002"";3",
"W;2;""RANGSIT"";2553;1;""CS491"";""471"";""SPECIAL TOPICS   1"";2;""000001"";71",
"W;2;""RANGSIT"";2553;1;""CS491"";""471"";""SPECIAL TOPICS   1"";2;""650001"";39",
"C;2;""RANGSIT"";2553;1;""CS492"";""471"";""SPECIAL TOPICS 2"";4;""000001"";0",
"W;2;""RANGSIT"";2553;1;""CS492"";""471"";""SPECIAL TOPICS 2"";4;""650001"";4",
"W;2;""RANGSIT"";2553;1;""EL070"";""471"";""ENGLISH COURSE 1"";3;""650001"";0",
"W;2;""RANGSIT"";2553;1;""EL070"";""521"";""ENGLISH COURSE 1"";3;""650001"";16",
"W;2;""RANGSIT"";2553;1;""EL171"";""471"";""ENGLISH COURSE 2"";3;""650001"";0",
"W;2;""RANGSIT"";2553;1;""EL171"";""471"";""ENGLISH COURSE 2"";3;""650002"";0",
"W;2;""RANGSIT"";2553;1;""EL171"";""521"";""ENGLISH COURSE 2"";3;""650001"";25",
"W;2;""RANGSIT"";2553;1;""EL171"";""521"";""ENGLISH COURSE 2"";3;""650002"";24",
"W;2;""RANGSIT"";2553;1;""EL295"";""521"";""ACADEMIC ENGLISH 1"";3;""650001"";29",
"W;2;""RANGSIT"";2553;1;""EL295"";""521"";""ACADEMIC ENGLISH 1"";3;""650002"";27",
"W;2;""RANGSIT"";2553;1;""EL296"";""471"";""ENGLISH FOR SCIENCE AND TECHNOLOGY 1"";3;""650001"";7",
"W;2;""RANGSIT"";2553;1;""MA211"";""471"";""CALCULUS 1"";3;""650001"";1",
"W;2;""RANGSIT"";2553;1;""MA211"";""521"";""CALCULUS 1"";3;""650001"";62",
"W;2;""RANGSIT"";2553;1;""MA212"";""472"";""CALCULUS 2"";3;""650001"";6",
"C;2;""RANGSIT"";2553;1;""SC113"";""471"";""GENERAL BIOLOGY"";3;""650001"";0",
"W;2;""RANGSIT"";2553;1;""SC135"";""471"";""GENERAL PHYSICS"";3;""650001"";45",
"W;2;""RANGSIT"";2553;1;""SC135"";""521"";""GENERAL PHYSICS"";3;""650001"";0",
"W;2;""RANGSIT"";2553;1;""SC163"";""471"";""GENERAL BIOLOGY LABORATORY 1"";1;""650001"";3",
"W;2;""RANGSIT"";2553;1;""SC185"";""471"";""GENERAL PHYSICS  LABORATORY"";1;""650001"";44",
"W;2;""RANGSIT"";2553;1;""SC185"";""521"";""GENERAL PHYSICS  LABORATORY"";1;""650001"";0",
"W;2;""RANGSIT"";2553;1;""ST217"";""471"";""STATISTICS  FOR  SOCIAL  SCIENCE 2"";3;""650001"";1",
"W;2;""RANGSIT"";2553;1;""SW111"";""471"";""CONCEPTUAL AND PHILOSOPHICAL FOUNDATIONS OF SOCIAL WORK"";3;""650001"";12",
"W;2;""RANGSIT"";2553;1;""SW365"";""471"";""FAMILY LIFE SEX EDUCATION AND ETHICS"";3;""650001"";20",
"W;2;""RANGSIT"";2553;1;""SW365"";""521"";""FAMILY LIFE"," SEX EDUCATION AND ETHICS"";3;""650001"";19"
"W;2;""RANGSIT"";2553;1;""SW439"";""471"";""SOCIAL WORK COUNSELING"";3;""650001"";11",
"W;2;""RANGSIT"";2553;1;""SW475"";""471"";""LABOUR PROBLEMS AND LEGAL MEASURES"";3;""650001"";50",
"W;2;""RANGSIT"";2553;1;""SW475"";""521"";""LABOUR PROBLEMS AND LEGAL MEASURES"";3;""650001"";58",
"W;2;""RANGSIT"";2553;1;""TH161"";""471"";""THAI USAGE 1"";3;""650001"";0",
"W;2;""RANGSIT"";2553;1;""TH161"";""471"";""THAI USAGE 1"";3;""650002"";0",
"W;2;""RANGSIT"";2553;1;""TH161"";""521"";""THAI USAGE"";3;""650001"";40",
"W;2;""RANGSIT"";2553;1;""TH161"";""521"";""THAI USAGE"";3;""650002"";32",
"W;2;""RANGSIT"";2553;1;""TU110"";""471"";""INTEGRATED HUMANITIES"";3;""650001"";10",
"W;2;""RANGSIT"";2553;1;""TU110"";""521"";""INTEGRATED HUMANITIES"";3;""650001"";37",
"W;2;""RANGSIT"";2553;1;""TU154"";""521"";""FOUNDATION OF MATHEMATICS"";3;""650001"";72",
"W;2;""RANGSIT"";2553;2;""CS111"";""471"";""OBJECT-ORIENTED PROGRAMMING"";4;""040501"";1",
"W;2;""RANGSIT"";2553;2;""CS111"";""471"";""OBJECT-ORIENTED PROGRAMMING"";4;""040502"";1",
"W;2;""RANGSIT"";2553;2;""CS111"";""471"";""OBJECT-ORIENTED PROGRAMMING"";4;""650001"";10",
"W;2;""RANGSIT"";2553;2;""CS111"";""471"";""OBJECT-ORIENTED PROGRAMMING"";4;""650002"";9",
"W;2;""RANGSIT"";2553;2;""CS111"";""471"";""OBJECT-ORIENTED PROGRAMMING"";4;""650003"";4",
"W;2;""RANGSIT"";2553;2;""CS111"";""521"";""OBJECT-ORIENTED PROGRAMMING"";4;""040501"";42",
"W;2;""RANGSIT"";2553;2;""CS111"";""521"";""OBJECT-ORIENTED PROGRAMMING"";4;""040502"";39",
"W;2;""RANGSIT"";2553;2;""CS111"";""521"";""OBJECT-ORIENTED PROGRAMMING"";4;""650001"";35",
"W;2;""RANGSIT"";2553;2;""CS111"";""521"";""OBJECT-ORIENTED PROGRAMMING"";4;""650002"";33",
"W;2;""RANGSIT"";2553;2;""CS111"";""521"";""OBJECT-ORIENTED PROGRAMMING"";4;""650003"";0",
"W;2;""RANGSIT"";2553;2;""CS112"";""471"";""	INTRODUCTION TO OBJECT-ORIENTED PROGRAMMING"";3;""100001"";43",
"W;2;""RANGSIT"";2553;2;""CS112"";""471"";""	INTRODUCTION TO OBJECT-ORIENTED PROGRAMMING"";3;""100002"";1",
"W;2;""RANGSIT"";2553;2;""CS112"";""521"";""	INTRODUCTION TO OBJECT-ORIENTED PROGRAMMING"";3;""100001"";17",
"W;2;""RANGSIT"";2553;2;""CS112"";""521"";""	INTRODUCTION TO OBJECT-ORIENTED PROGRAMMING"";3;""100002"";57",
"W;2;""RANGSIT"";2553;2;""CS213"";""471"";""DATA STRUCTURES"";3;""070001"";5",
"W;2;""RANGSIT"";2553;2;""CS213"";""471"";""DATA STRUCTURES"";3;""650001"";7",
"W;2;""RANGSIT"";2553;2;""CS213"";""521"";""DATA STRUCTURES"";3;""070001"";1",
"W;2;""RANGSIT"";2553;2;""CS213"";""521"";""DATA STRUCTURES"";3;""650001"";10",
"W;2;""RANGSIT"";2553;2;""CS222"";""521"";""PROGRAMMING LANGUAGES AND PARADIGMS"";3;""050001"";0",
"C;2;""RANGSIT"";2553;2;""CS222"";""521"";""PROGRAMMING LANGUAGES AND PARADIGMS"";3;""050002"";0",
"W;2;""RANGSIT"";2553;2;""CS222"";""521"";""PROGRAMMING LANGUAGES AND PARADIGMS"";3;""650001"";5",
"W;2;""RANGSIT"";2553;2;""CS222"";""521"";""PROGRAMMING LANGUAGES AND PARADIGMS"";3;""650002"";0",
"W;2;""RANGSIT"";2553;2;""CS231"";""471"";""PROGRAMMING LANGUAGES AND PARADIGMS"";3;""050001"";16",
"C;2;""RANGSIT"";2553;2;""CS231"";""471"";""PROGRAMMING LANGUAGES AND PARADIGMS"";3;""050002"";0",
"W;2;""RANGSIT"";2553;2;""CS231"";""471"";""PROGRAMMING LANGUAGES AND PARADIGMS"";3;""650001"";7",
"W;2;""RANGSIT"";2553;2;""CS231"";""471"";""PROGRAMMING LANGUAGES AND PARADIGMS"";3;""650002"";2",
"W;2;""RANGSIT"";2553;2;""CS251"";""521"";""DATABASE SYSTEMS 1"";3;""020001"";31",
"W;2;""RANGSIT"";2553;2;""CS251"";""521"";""DATABASE SYSTEMS 1"";3;""020002"";31",
"W;2;""RANGSIT"";2553;2;""CS251"";""521"";""DATABASE SYSTEMS 1"";3;""650001"";44",
"W;2;""RANGSIT"";2553;2;""CS261"";""521"";""HUMAN INFORMATION PROCESSING"";3;""090001"";63",
"W;2;""RANGSIT"";2553;2;""CS261"";""521"";""HUMAN INFORMATION PROCESSING"";3;""650001"";57",
"W;2;""RANGSIT"";2553;2;""CS281"";""521"";""OBJECT-ORIENTED ANALYSIS AND DESIGN"";3;""650001"";37",
"W;2;""RANGSIT"";2553;2;""CS281"";""521"";""OBJECT-ORIENTED ANALYSIS AND DESIGN"";3;""780001"";59",
"W;2;""RANGSIT"";2553;2;""CS295"";""521"";""MATHEMATICS FOR COMPUTER GRAPHICS"";3;""050001"";5",
"W;2;""RANGSIT"";2553;2;""CS295"";""521"";""MATHEMATICS FOR COMPUTER GRAPHICS"";3;""650001"";8",
"W;2;""RANGSIT"";2553;2;""CS296"";""521"";""ART AND DESIGN FOUNDATIONS"";3;""650001"";7",
"W;2;""RANGSIT"";2553;2;""CS296"";""521"";""ART AND DESIGN FOUNDATIONS"";3;""650002"";1",
"W;2;""RANGSIT"";2553;2;""CS296"";""521"";""ART AND DESIGN FOUNDATIONS"";3;""980001"";5",
"W;2;""RANGSIT"";2553;2;""CS311"";""471"";""DESIGN AND ANALYSIS OF ALGORITHMS"";3;""020001"";82",
"W;2;""RANGSIT"";2553;2;""CS311"";""471"";""DESIGN AND ANALYSIS OF ALGORITHMS"";3;""650001"";63",
"W;2;""RANGSIT"";2553;2;""CS336"";""471"";""PRACTICES AND PATTERNS IN OBJECT-ORIENTED PROGRAMMING"";3;""100001"";7",
"W;2;""RANGSIT"";2553;2;""CS336"";""471"";""PRACTICES AND PATTERNS IN OBJECT-ORIENTED PROGRAMMING"";3;""650001"";10",
"W;2;""RANGSIT"";2553;2;""CS336"";""471"";""PRACTICES AND PATTERNS IN OBJECT-ORIENTED PROGRAMMING"";3;""650002"";1",
"W;2;""RANGSIT"";2553;2;""CS342"";""471"";""NET-CENTRIC COMPUTING 1"";3;""080001"";69",
"W;2;""RANGSIT"";2553;2;""CS342"";""471"";""NET-CENTRIC COMPUTING 1"";3;""650001"";61",
"W;2;""RANGSIT"";2553;2;""CS348"";""471"";""INTRODUCTION TO CLUSTER COMPUTING AND DISTRIBUTED COMPUTING"";3;""090001"";7",
"W;2;""RANGSIT"";2553;2;""CS348"";""471"";""INTRODUCTION TO CLUSTER COMPUTING AND DISTRIBUTED COMPUTING"";3;""650001"";6",
"W;2;""RANGSIT"";2553;2;""CS351"";""471"";""DATABASE SYSTEMS 1"";3;""020001"";1",
"W;2;""RANGSIT"";2553;2;""CS351"";""471"";""DATABASE SYSTEMS 1"";3;""020002"";0",
"W;2;""RANGSIT"";2553;2;""CS351"";""471"";""DATABASE SYSTEMS 1"";3;""650001"";11",
"W;2;""RANGSIT"";2553;2;""CS359"";""471"";""DOCUMENT INDEXTING AND RETRIEVAL"";3;""050001"";10",
"W;2;""RANGSIT"";2553;2;""CS359"";""471"";""DOCUMENT INDEXTING AND RETRIEVAL"";3;""650001"";3",
"W;2;""RANGSIT"";2553;2;""CS366"";""471"";""FUNDAMENTAL OF NATURAL LANGUAGE PROCESSING"";3;""100001"";41",
"W;2;""RANGSIT"";2553;2;""CS366"";""471"";""FUNDAMENTAL OF NATURAL LANGUAGE PROCESSING"";3;""650001"";30",
"W;2;""RANGSIT"";2553;2;""CS374"";""471"";""HUMAN-COMPUTER INTERACTION"";3;""030001"";70",
"W;2;""RANGSIT"";2553;2;""CS374"";""471"";""HUMAN-COMPUTER INTERACTION"";3;""650001"";49",
"W;2;""RANGSIT"";2553;2;""CS377"";""471"";""DIGITAL IMAGE PROCESSING"";3;""090001"";36",
"W;2;""RANGSIT"";2553;2;""CS377"";""471"";""DIGITAL IMAGE PROCESSING"";3;""650001"";23",
"W;2;""RANGSIT"";2553;2;""CS381"";""471"";""OBJECT-ORIENTED ANALYSIS AND DESIGN"";3;""650001"";10",
"W;2;""RANGSIT"";2553;2;""CS381"";""471"";""OBJECT-ORIENTED ANALYSIS AND DESIGN"";3;""780001"";0",
"W;2;""RANGSIT"";2553;2;""CS386"";""471"";""SOFTWARE CONFIGURATION MANAGEMENT"";3;""040001"";40",
"W;2;""RANGSIT"";2553;2;""CS386"";""471"";""SOFTWARE CONFIGURATION MANAGEMENT"";3;""650001"";35",
"C;2;""RANGSIT"";2553;2;""CS388"";""471"";""SOFTWARE CONSTRUCTION AND EVOLUTION"";3;""050001"";0",
"C;2;""RANGSIT"";2553;2;""CS388"";""471"";""SOFTWARE CONSTRUCTION AND EVOLUTION"";3;""650001"";0",
"W;2;""RANGSIT"";2553;2;""CS389"";""471"";""SOFTWARE ARCHITECTURE"";3;""650001"";34",
"W;2;""RANGSIT"";2553;2;""CS389"";""471"";""SOFTWARE ARCHITECTURE"";3;""650002"";5",
"W;2;""RANGSIT"";2553;2;""CS389"";""471"";""SOFTWARE ARCHITECTURE"";3;""820001"";20",
"W;2;""RANGSIT"";2553;2;""CS427"";""471"";""INTRODUCTION TO PARALLEL COMPUTING"";3;""080001"";5",
"W;2;""RANGSIT"";2553;2;""CS427"";""471"";""INTRODUCTION TO PARALLEL COMPUTING"";3;""650001"";2",
"W;2;""RANGSIT"";2553;2;""CS447"";""471"";""OPERATING SYSTEM 2"";3;""090001"";4",
"C;2;""RANGSIT"";2553;2;""CS447"";""471"";""OPERATING SYSTEM 2"";3;""650001"";0",
"C;2;""RANGSIT"";2553;2;""CS458"";""471"";""INFORMATION SYSTEMS FOR ENTREPRENEUR MANAGEMENT"";3;""650002"";0",
"C;2;""RANGSIT"";2553;2;""CS458"";""471"";""INFORMATION SYSTEMS FOR ENTREPRENEUR MANAGEMENT"";3;""810001"";0",
"W;2;""RANGSIT"";2553;2;""CS459"";""471"";""SELECTED TOPICS IN INFORMATION SYSTEMS"";3;""080001"";1",
"W;2;""RANGSIT"";2553;2;""CS459"";""471"";""SELECTED TOPICS IN INFORMATION SYSTEMS"";3;""650001"";1",
"W;2;""RANGSIT"";2553;2;""CS467"";""471"";""MACHINE LEARNING"";3;""650001"";25",
"W;2;""RANGSIT"";2553;2;""CS467"";""471"";""MACHINE LEARNING"";3;""780001"";33",
"W;2;""RANGSIT"";2553;2;""CS476"";""471"";""COMPUTER GRAPHICS 2"";3;""040001"";4",
"W;2;""RANGSIT"";2553;2;""CS476"";""471"";""COMPUTER GRAPHICS 2"";3;""650001"";6",
"W;2;""RANGSIT"";2553;2;""CS486"";""471"";""SOFTWARE VALIDATION  AND  VERIFICATION"";3;""050001"";53",
"W;2;""RANGSIT"";2553;2;""CS486"";""471"";""SOFTWARE VALIDATION  AND  VERIFICATION"";3;""650001"";22",
"W;2;""RANGSIT"";2553;2;""CS486"";""471"";""SOFTWARE VALIDATION  AND  VERIFICATION"";3;""650002"";1",
"W;2;""RANGSIT"";2553;2;""CS487"";""471"";""SOFTWARE PROJECT MANAGEMENT"";3;""090001"";32",
"W;2;""RANGSIT"";2553;2;""CS487"";""471"";""SOFTWARE PROJECT MANAGEMENT"";3;""650001"";6",
"W;2;""RANGSIT"";2553;2;""CS487"";""471"";""SOFTWARE PROJECT MANAGEMENT"";3;""650002"";2",
"C;2;""RANGSIT"";2553;2;""CS491"";""471"";""SPECIAL TOPICS   1"";2;""000001"";0",
"C;2;""RANGSIT"";2553;2;""CS491"";""471"";""SPECIAL TOPICS   1"";2;""650001"";0",
"W;2;""RANGSIT"";2553;2;""CS492"";""471"";""SPECIAL TOPICS 2"";4;""000001"";71",
"W;2;""RANGSIT"";2553;2;""CS492"";""471"";""SPECIAL TOPICS 2"";4;""650001"";40",
"W;2;""RANGSIT"";2553;2;""EC210"";""471"";""INTRODUCTORY ECONOMICS"";3;""650001"";2",
"W;2;""RANGSIT"";2553;2;""EL171"";""471"";""ENGLISH COURSE 2"";3;""650001"";1",
"W;2;""RANGSIT"";2553;2;""EL171"";""521"";""ENGLISH COURSE 2"";3;""650001"";17",
"W;2;""RANGSIT"";2553;2;""EL172"";""471"";""ENGLISH COURSE 3"";3;""650001"";0",
"W;2;""RANGSIT"";2553;2;""EL172"";""471"";""ENGLISH COURSE 3"";3;""650002"";0",
"W;2;""RANGSIT"";2553;2;""EL172"";""521"";""ENGLISH COURSE 3"";3;""650001"";15",
"W;2;""RANGSIT"";2553;2;""EL172"";""521"";""ENGLISH COURSE 3"";3;""650002"";22",
"W;2;""RANGSIT"";2553;2;""EL396"";""471"";""ENGLISH FOR SCIENCE AND TECHNOLOGY 2"";3;""650001"";11",
"W;2;""RANGSIT"";2553;2;""MA212"";""472"";""CALCULUS 2"";3;""650001"";18",
"W;2;""RANGSIT"";2553;2;""MA212"";""521"";""CALCULUS 2"";3;""650001"";18",
"W;2;""RANGSIT"";2553;2;""MA213"";""472"";""CALCULUS 3"";3;""650001"";2",
"W;2;""RANGSIT"";2553;2;""MA332"";""471"";""LINEAR ALGEBRA"";3;""650001"";0",
"W;2;""RANGSIT"";2553;2;""MA332"";""521"";""LINEAR ALGEBRA"";3;""650001"";18",
"W;2;""RANGSIT"";2553;2;""PY228"";""471"";""PSYCHOLOGY OF INTERPERSONAL RELATIONS"";3;""650001"";0",
"W;2;""RANGSIT"";2553;2;""PY228"";""521"";""PSYCHOLOGY OF INTERPERSONAL RELATIONS"";3;""650001"";65",
"W;2;""RANGSIT"";2553;2;""SC113"";""471"";""GENERAL BIOLOGY"";3;""650001"";2",
"W;2;""RANGSIT"";2553;2;""SC113"";""521"";""GENERAL BIOLOGY"";3;""650001"";0",
"W;2;""RANGSIT"";2553;2;""SC123"";""471"";""FUNDAMENTAL CHEMISTRY"";3;""650001"";56",
"W;2;""RANGSIT"";2553;2;""SC123"";""521"";""FUNDAMENTAL CHEMISTRY"";3;""650001"";4",
"W;2;""RANGSIT"";2553;2;""SC135"";""471"";""GENERAL PHYSICS"";3;""650001"";10",
"W;2;""RANGSIT"";2553;2;""SC135"";""471"";""GENERAL PHYSICS"";3;""650002"";0",
"W;2;""RANGSIT"";2553;2;""SC135"";""521"";""GENERAL PHYSICS"";3;""650001"";3",
"W;2;""RANGSIT"";2553;2;""SC135"";""521"";""GENERAL PHYSICS"";3;""650002"";61",
"W;2;""RANGSIT"";2553;2;""SC163"";""471"";""GENERAL BIOLOGY LABORATORY 1"";1;""650001"";3",
"W;2;""RANGSIT"";2553;2;""SC163"";""521"";""GENERAL BIOLOGY LABORATORY"";1;""650001"";0",
"W;2;""RANGSIT"";2553;2;""SC173"";""471"";""FUNDAMENTAL CHEMISTRY   LABORATORY"";1;""650001"";34",
"W;2;""RANGSIT"";2553;2;""SC173"";""521"";""FUNDAMENTAL CHEMISTRY   LABORATORY"";1;""650001"";3",
"W;2;""RANGSIT"";2553;2;""SC185"";""471"";""GENERAL PHYSICS  LABORATORY"";1;""650001"";10",
"W;2;""RANGSIT"";2553;2;""SC185"";""521"";""GENERAL PHYSICS  LABORATORY"";1;""650001"";64",
"W;2;""RANGSIT"";2553;2;""ST216"";""471"";""STATISTICS  FOR  SOCIAL  SCIENCE 1"";3;""650001"";2",
"W;2;""RANGSIT"";2553;2;""ST216"";""521"";""STATISTICS  FOR  SOCIAL  SCIENCE 1"";3;""650001"";49",
"W;2;""RANGSIT"";2553;2;""ST217"";""471"";""STATISTICS  FOR  SOCIAL  SCIENCE 2"";3;""650001"";2",
"W;2;""RANGSIT"";2553;2;""SW111"";""471"";""CONCEPTUAL AND PHILOSOPHICAL FOUNDATIONS OF SOCIAL WORK"";3;""650001"";15",
"W;2;""RANGSIT"";2553;2;""SW111"";""521"";""PHILOSOPHICAL FOUNDATIONS AND PROFESSIONAL ETHICS"";3;""650001"";44",
"W;2;""RANGSIT"";2553;2;""SW212"";""471"";""DYNAMICS OF HUMAN BEHAVIOR IN CHANGING SOCIETY"";3;""650001"";26",
"W;2;""RANGSIT"";2553;2;""SW212"";""521"";""DYNAMICS OF HUMAN BEHAVIOR IN CHANGING SOCIETY"";3;""650001"";86",
"W;2;""RANGSIT"";2553;2;""SW214"";""471"";""SOCIAL WELFARE AND HUMAN SECURITY"";3;""650001"";1",
"W;2;""RANGSIT"";2553;2;""TU120"";""471"";""INTEGRATED SOCIAL SCIENCES"";3;""650001"";0",
"W;2;""RANGSIT"";2553;2;""TU120"";""521"";""INTEGRATED SOCIAL SCIENCES"";3;""650001"";64",
"W;2;""RANGSIT"";2553;2;""TU130"";""471"";""INTEGRATED SCIENCES AND TECHNOLOGY"";3;""650001"";0",
"W;2;""RANGSIT"";2553;2;""TU130"";""521"";""INTEGRATED SCIENCES AND TECHNOLOGY"";3;""650001"";57",
"W;2;""RANGSIT"";2553;3;""EL172"";""471"";""ENGLISH COURSE 3"";3;""650001"";0",
"W;2;""RANGSIT"";2553;3;""EL172"";""521"";""ENGLISH COURSE 3"";3;""650001"";24",
"W;2;""RANGSIT"";2553;3;""MA211"";""471"";""CALCULUS 1"";3;""650001"";4",
"W;2;""RANGSIT"";2553;3;""MA211"";""521"";""CALCULUS 1"";3;""650001"";50",
"W;2;""RANGSIT"";2553;3;""MA212"";""472"";""CALCULUS 2"";3;""650001"";28",
"W;2;""RANGSIT"";2553;3;""MA212"";""521"";""CALCULUS 2"";3;""650001"";31",
"W;2;""RANGSIT"";2553;3;""MA332"";""471"";""LINEAR ALGEBRA"";3;""650001"";21",
"W;2;""RANGSIT"";2553;3;""MA332"";""521"";""LINEAR ALGEBRA"";3;""650001"";39",
"W;2;""RANGSIT"";2553;3;""ST217"";""471"";""STATISTICS  FOR  SOCIAL  SCIENCE 2"";3;""650001"";23",
"W;2;""RANGSIT"";2553;3;""SW221"";""471"";""THAI SOCIETY AND THEORY AND PRINCIPLE OF SOCIAL DEVELOPMENT"";3;""650001"";30",
"W;2;""RANGSIT"";2553;3;""SW221"";""521"";""THAI SOCIETY AND THEORIES OF SOCIAL DEVELOPMENT"";3;""650001"";36",
"W;2;""RANGSIT"";2553;3;""SW366"";""471"";""FAMILY AND CHILD WELFARE"";3;""650001"";1",
"W;2;""RANGSIT"";2553;3;""SW366"";""521"";""FAMILY AND CHILD WELFARE"";3;""650001"";3",
"W;2;""RANGSIT"";2554;1;""AT207"";""521"";""GENERAL ECONOMIC CROPS"";3;""650001"";4",
"W;2;""RANGSIT"";2554;1;""AT226"";""471"";""GENERAL ECONOMIC CROPS"";3;""650001"";1",
"W;2;""RANGSIT"";2554;1;""AT309"";""471"";""	RICE AND PRODUCTION TECHNOLOGY"";3;""650001"";1",
"W;2;""RANGSIT"";2554;1;""AT326"";""521"";""RICE AND PRODUCTION TECHNOLOGY"";3;""650001"";7",
"W;2;""RANGSIT"";2554;1;""CS101"";""471"";""DISCRETE MATHEMATICS FOR COMPUTER SCIENCE"";3;""010001"";0",
"W;2;""RANGSIT"";2554;1;""CS101"";""471"";""DISCRETE MATHEMATICS FOR COMPUTER SCIENCE"";3;""010002"";0",
"W;2;""RANGSIT"";2554;1;""CS101"";""471"";""DISCRETE MATHEMATICS FOR COMPUTER SCIENCE"";3;""650001"";7",
"W;2;""RANGSIT"";2554;1;""CS101"";""471"";""DISCRETE MATHEMATICS FOR COMPUTER SCIENCE"";3;""650002"";2",
"W;2;""RANGSIT"";2554;1;""CS101"";""471"";""DISCRETE MATHEMATICS FOR COMPUTER SCIENCE"";3;""650003"";4",
"W;2;""RANGSIT"";2554;1;""CS101"";""521"";""DISCRETE STRUCTURES"";3;""010001"";41",
"W;2;""RANGSIT"";2554;1;""CS101"";""521"";""DISCRETE STRUCTURES"";3;""010002"";40",
"W;2;""RANGSIT"";2554;1;""CS101"";""521"";""DISCRETE STRUCTURES"";3;""650001"";31",
"W;2;""RANGSIT"";2554;1;""CS101"";""521"";""DISCRETE STRUCTURES"";3;""650002"";40",
"W;2;""RANGSIT"";2554;1;""CS101"";""521"";""DISCRETE STRUCTURES"";3;""650003"";1",
"W;2;""RANGSIT"";2554;1;""CS102"";""471"";""COMPUTER PROGRAMMING FUNDAMENTALS"";4;""020301"";0",
"W;2;""RANGSIT"";2554;1;""CS102"";""471"";""COMPUTER PROGRAMMING FUNDAMENTALS"";4;""030201"";3",
"W;2;""RANGSIT"";2554;1;""CS102"";""471"";""COMPUTER PROGRAMMING FUNDAMENTALS"";4;""650001"";13",
"W;2;""RANGSIT"";2554;1;""CS102"";""471"";""COMPUTER PROGRAMMING FUNDAMENTALS"";4;""650002"";3",
"W;2;""RANGSIT"";2554;1;""CS102"";""471"";""COMPUTER PROGRAMMING FUNDAMENTALS"";4;""650003"";8",
